#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2022 02 10 08 40 210  4.0  5.0   0.6    MM   4.3 119 1011.0    MM   4.0    MM   MM   MM    MM
2022 02 10 08 30 210  4.0  5.0    MM    MM    MM  MM 1011.0    MM   4.0    MM   MM   MM    MM
2022 02 10 08 20 200  4.0  5.0    MM    MM    MM  MM 1010.9    MM   4.0    MM   MM   MM    MM
2022 02 10 08 10 200  4.0  5.0    MM    MM    MM  MM 1011.0    MM   4.0    MM   MM   MM    MM
2022 02 10 08 00 200  4.0  5.0    MM    MM    MM  MM 1011.1    MM   4.0    MM   MM   MM    MM
2022 02 10 07 50 200  4.0  5.0   0.6    10   4.0 118 1011.1    MM   4.0    MM   MM   MM    MM
2022 02 10 07 40 190  4.0  5.0   0.6    MM   4.0 118 1011.1    MM   4.0    MM   MM   MM    MM
2022 02 10 07 30 180  4.0  5.0    MM    MM    MM  MM 1011.1    MM   4.0    MM   MM   MM    MM
2022 02 10 07 20 180  5.0  5.0    MM    MM    MM  MM 1011.2    MM   4.0    MM   MM   MM    MM
2022 02 10 07 10 170  5.0  6.0    MM    MM    MM  MM 1011.3    MM   4.0    MM   MM   MM    MM
2022 02 10 07 00 180  5.0  6.0    MM    MM    MM  MM 1011.3    MM   4.0    MM   MM   MM    MM
2022 02 10 06 50 170  5.0  6.0   0.6     9   4.1 109 1011.4    MM   4.0    MM   MM   MM    MM
2022 02 10 06 40 180  5.0  6.0    MM    MM    MM  MM 1011.5    MM   4.0    MM   MM   MM    MM
2022 02 10 06 30 180  5.0  6.0    MM    MM    MM  MM 1011.4    MM   4.0    MM   MM   MM    MM
2022 02 10 06 20 180  5.0  6.0    MM    MM    MM  MM 1011.6    MM   4.0    MM   MM   MM    MM
2022 02 10 06 10 180  5.0  6.0    MM    MM    MM  MM 1011.9    MM   4.0    MM   MM   MM    MM
2022 02 10 06 00 180  5.0  6.0    MM    MM    MM  MM 1011.8    MM   4.0    MM   MM -2.2    MM
2022 02 10 05 50 180  5.0  6.0   0.6    10   4.4  98 1012.1    MM   4.0    MM   MM   MM    MM
2022 02 10 05 40 180  5.0  6.0   0.6    MM   4.4  98 1012.1    MM   4.0    MM   MM   MM    MM
2022 02 10 05 30 170  5.0  6.0    MM    MM    MM  MM 1012.2    MM   4.0    MM   MM   MM    MM
2022 02 10 05 20 170  5.0  6.0    MM    MM    MM  MM 1012.2    MM   4.0    MM   MM   MM    MM
2022 02 10 05 10 170  5.0  5.0    MM    MM    MM  MM 1012.4    MM   4.0    MM   MM   MM    MM
2022 02 10 05 00 170  5.0  5.0    MM    MM    MM  MM 1012.4    MM   4.0    MM   MM   MM    MM
2022 02 10 04 50 170  5.0  5.0   0.6    10   4.4 111 1012.5    MM   4.0    MM   MM   MM    MM
2022 02 10 04 40 170  4.0  5.0   0.6    MM   4.4 111 1012.7    MM   4.0    MM   MM   MM    MM
2022 02 10 04 30 170  4.0  5.0    MM    MM    MM  MM 1012.9    MM   4.0    MM   MM   MM    MM
2022 02 10 04 20 170  4.0  5.0    MM    MM    MM  MM 1013.0    MM   4.0    MM   MM   MM    MM
2022 02 10 04 10 170  4.0  4.0    MM    MM    MM  MM 1013.2    MM   4.0    MM   MM   MM    MM
2022 02 10 04 00 170  4.0  4.0    MM    MM    MM  MM 1013.3    MM   4.0    MM   MM   MM    MM
2022 02 10 03 50 170  3.0  4.0   0.6     9   4.4 123 1013.4    MM   4.0    MM   MM   MM    MM
2022 02 10 03 40 160  3.0  4.0   0.6    MM   4.4 123 1013.6    MM   4.0    MM   MM   MM    MM
2022 02 10 03 30 150  2.0  3.0    MM    MM    MM  MM 1013.8    MM   4.0    MM   MM   MM    MM
2022 02 10 03 20 150  2.0  2.0    MM    MM    MM  MM 1013.9    MM   4.0    MM   MM   MM    MM
2022 02 10 03 10 150  2.0  2.0    MM    MM    MM  MM 1013.9    MM   4.0    MM   MM   MM    MM
2022 02 10 03 00 150  2.0  3.0    MM    MM    MM  MM 1014.0    MM   4.0    MM   MM -0.9    MM
2022 02 10 02 50 150  2.0  2.0   0.6    11   4.3  91 1014.1    MM   4.0    MM   MM   MM    MM
2022 02 10 02 40 150  2.0  3.0   0.6    MM   4.3  91 1014.2    MM   4.0    MM   MM   MM    MM
2022 02 10 02 30 150  3.0  4.0    MM    MM    MM  MM 1014.1    MM   4.0    MM   MM   MM    MM
2022 02 10 02 20 140  4.0  5.0    MM    MM    MM  MM 1013.8    MM   4.0    MM   MM   MM    MM
2022 02 10 02 10 140  4.0  4.0    MM    MM    MM  MM 1014.0    MM   4.0    MM   MM   MM    MM
2022 02 10 02 00 150  4.0  4.0    MM    MM    MM  MM 1014.0    MM   4.0    MM   MM   MM    MM
2022 02 10 01 50 150  4.0  4.0   0.5     8   4.1 122 1014.3    MM   4.0    MM   MM   MM    MM
2022 02 10 01 40 160  4.0  4.0   0.5    MM   4.1 122 1014.3    MM   4.0    MM   MM   MM    MM
2022 02 10 01 30 160  4.0  5.0    MM    MM    MM  MM 1014.5    MM   4.0    MM   MM   MM    MM
2022 02 10 01 20 160  4.0  5.0    MM    MM    MM  MM 1014.4    MM   4.0    MM   MM   MM    MM
2022 02 10 01 10 160  5.0  5.0    MM    MM    MM  MM 1014.5    MM   4.0    MM   MM   MM    MM
2022 02 10 01 00 170  4.0  5.0    MM    MM    MM  MM 1014.6    MM   4.0    MM   MM   MM    MM
2022 02 10 00 50 150  4.0  5.0   0.6    11   4.2 110 1014.7    MM   4.0    MM   MM   MM    MM
2022 02 10 00 40 150  4.0  5.0   0.6    MM   4.2 110 1014.6    MM   4.0    MM   MM   MM    MM
2022 02 10 00 30 150  3.0  4.0    MM    MM    MM  MM 1014.9    MM    MM    MM   MM   MM    MM
2022 02 10 00 20 140  4.0  4.0    MM    MM    MM  MM 1014.8    MM   4.0    MM   MM   MM    MM
2022 02 10 00 10 140  3.0  4.0    MM    MM    MM  MM 1014.9    MM   4.0    MM   MM   MM    MM
2022 02 10 00 00 150  3.0  4.0    MM    MM    MM  MM 1014.9    MM   4.0    MM   MM   MM    MM
2022 02 09 23 50 160  3.0  3.0   0.6     4   4.0 209 1015.2    MM   4.0    MM   MM   MM    MM
2022 02 09 23 40 170  3.0  3.0   0.6    MM   4.0 209 1015.2    MM   4.0    MM   MM   MM    MM
2022 02 09 23 30 170  3.0  4.0    MM    MM    MM  MM 1015.2    MM   4.0    MM   MM   MM    MM
2022 02 09 23 20 170  3.0  4.0    MM    MM    MM  MM 1015.3    MM   4.0    MM   MM   MM    MM
2022 02 09 23 10 160  4.0  4.0    MM    MM    MM  MM 1015.2    MM   4.0    MM   MM   MM    MM
2022 02 09 23 00 160  4.0  4.0    MM    MM    MM  MM 1015.0    MM   4.0    MM   MM   MM    MM
2022 02 09 22 50 160  4.0  5.0   0.7     4   3.8 210 1014.9    MM   4.0    MM   MM   MM    MM
2022 02 09 22 40 160  4.0  5.0   0.7    MM   3.8 210 1014.8    MM   4.0    MM   MM   MM    MM
2022 02 09 22 30 170  5.0  6.0    MM    MM    MM  MM 1014.9    MM   4.0    MM   MM   MM    MM
2022 02 09 22 20 160  6.0  7.0    MM    MM    MM  MM 1015.0    MM   4.0    MM   MM   MM    MM
2022 02 09 22 10 160  7.0  7.0    MM    MM    MM  MM 1014.9    MM   4.1    MM   MM   MM    MM
2022 02 09 22 00 170  5.0  7.0    MM    MM    MM  MM 1014.9    MM   4.1    MM   MM   MM    MM
2022 02 09 21 50 170  6.0  7.0   0.7     3   3.9 201 1015.1    MM   4.1    MM   MM   MM    MM
2022 02 09 21 40 170  6.0  7.0   0.7    MM   3.9 201 1015.1    MM   4.1    MM   MM   MM    MM
2022 02 09 21 30 170  6.0  7.0    MM    MM    MM  MM 1015.2    MM   4.1    MM   MM   MM    MM
2022 02 09 21 20 170  6.0  7.0    MM    MM    MM  MM 1015.2    MM   4.1    MM   MM   MM    MM
2022 02 09 21 10 170  7.0  8.0    MM    MM    MM  MM 1015.1    MM   4.1    MM   MM   MM    MM
2022 02 09 21 00 170  7.0  8.0    MM    MM    MM  MM 1015.1    MM   4.1    MM   MM   MM    MM
2022 02 09 20 50 180  7.0  8.0   0.6     3   3.7 197 1015.1    MM   4.1    MM   MM   MM    MM
2022 02 09 20 40 180  7.0  9.0   0.6    MM   3.7 197 1015.2    MM   4.2    MM   MM   MM    MM
2022 02 09 20 30 180  7.0  8.0    MM    MM    MM  MM 1015.3    MM    MM    MM   MM   MM    MM
2022 02 09 20 20 180  6.0  8.0    MM    MM    MM  MM 1015.4    MM   4.2    MM   MM   MM    MM
2022 02 09 20 10 180  7.0  8.0    MM    MM    MM  MM 1015.4    MM   4.2    MM   MM   MM    MM
2022 02 09 20 00 180  6.0  7.0    MM    MM    MM  MM 1015.5    MM   4.2    MM   MM   MM    MM
2022 02 09 19 50 180  6.0  7.0   0.5     9   4.0  93 1015.6    MM   4.1    MM   MM   MM    MM
2022 02 09 19 40 190  6.0  8.0   0.5    MM   4.0  93 1015.8    MM   4.1    MM   MM   MM    MM
2022 02 09 19 30 180  6.0  7.0    MM    MM    MM  MM 1015.9    MM   4.1    MM   MM   MM    MM
2022 02 09 19 20 190  6.0  7.0    MM    MM    MM  MM 1016.0    MM   4.1    MM   MM   MM    MM
2022 02 09 19 10 190  6.0  8.0    MM    MM    MM  MM 1016.2    MM   4.1    MM   MM   MM    MM
2022 02 09 19 00 190  6.0  7.0    MM    MM    MM  MM 1016.2    MM   4.0    MM   MM   MM    MM
2022 02 09 18 50 190  6.0  7.0   0.5     8   4.2 125 1016.3    MM   4.0    MM   MM   MM    MM
2022 02 09 18 40 190  7.0  8.0   0.5    MM   4.2 125 1016.4    MM   4.0    MM   MM   MM    MM
2022 02 09 18 30 190  6.0  7.0    MM    MM    MM  MM 1016.6    MM   4.0    MM   MM   MM    MM
2022 02 09 18 20 200  6.0  7.0    MM    MM    MM  MM 1016.8    MM   4.0    MM   MM   MM    MM
2022 02 09 18 10 190  6.0  7.0    MM    MM    MM  MM 1016.8    MM   4.0    MM   MM   MM    MM
2022 02 09 18 00 200  6.0  7.0    MM    MM    MM  MM 1017.0    MM   4.0    MM   MM   MM    MM
2022 02 09 17 50 190  5.0  6.0   0.5     9   6.7 102 1017.3    MM   4.0    MM   MM   MM    MM
2022 02 09 17 40 200  4.0  6.0   0.5    MM   6.7 102 1017.4    MM   4.0    MM   MM   MM    MM
2022 02 09 17 30 210  4.0  5.0    MM    MM    MM  MM 1017.6    MM   4.0    MM   MM   MM    MM
2022 02 09 17 20 200  4.0  5.0    MM    MM    MM  MM 1017.8    MM   4.0    MM   MM   MM    MM
2022 02 09 17 10 200  4.0  5.0    MM    MM    MM  MM 1018.0    MM   4.0    MM   MM   MM    MM
2022 02 09 17 00 200  3.0  4.0    MM    MM    MM  MM 1018.2    MM   3.9    MM   MM -1.6    MM
2022 02 09 16 50 210  4.0  5.0   0.5    10   6.4  93 1018.3    MM   3.9    MM   MM   MM    MM
2022 02 09 16 40 200  4.0  5.0   0.5    MM   6.4  93 1018.4    MM   3.9    MM   MM   MM    MM
2022 02 09 16 30 200  4.0  5.0    MM    MM    MM  MM 1018.6    MM   3.9    MM   MM   MM    MM
2022 02 09 16 20 210  3.0  4.0    MM    MM    MM  MM 1018.7    MM   3.9    MM   MM   MM    MM
2022 02 09 16 10 220  3.0  4.0    MM    MM    MM  MM 1018.8    MM   3.9    MM   MM   MM    MM
2022 02 09 16 00 220  3.0  4.0    MM    MM    MM  MM 1018.9    MM   3.9    MM   MM -0.3    MM
2022 02 09 15 50 220  3.0  4.0   0.5    10   7.3  92 1018.9    MM    MM    MM   MM   MM    MM
2022 02 09 15 40 220  3.0  4.0    MM    MM    MM  MM 1018.9    MM   3.8    MM   MM   MM    MM
2022 02 09 15 30 230  3.0  4.0    MM    MM    MM  MM 1019.0    MM    MM    MM   MM   MM    MM
2022 02 09 15 20 230  3.0  4.0    MM    MM    MM  MM 1019.1    MM   3.8    MM   MM   MM    MM
2022 02 09 15 10 240  3.0  4.0    MM    MM    MM  MM 1019.1    MM   3.8    MM   MM   MM    MM
2022 02 09 15 00 230  4.0  4.0    MM    MM    MM  MM 1019.2    MM    MM    MM   MM   MM    MM
2022 02 09 14 50 230  4.0  5.0   0.5    10   8.0  90 1019.3    MM   3.8    MM   MM   MM    MM
2022 02 09 14 40 240  4.0  5.0    MM    MM    MM  MM 1019.5    MM   3.8    MM   MM   MM    MM
2022 02 09 14 30 230  4.0  5.0    MM    MM    MM  MM 1019.5    MM    MM    MM   MM   MM    MM
2022 02 09 14 20 230  4.0  5.0    MM    MM    MM  MM 1019.7    MM   3.8    MM   MM   MM    MM
2022 02 09 14 10 220  4.0  5.0    MM    MM    MM  MM 1019.8    MM   3.8    MM   MM   MM    MM
2022 02 09 14 00 230  4.0  4.0    MM    MM    MM  MM 1019.8    MM    MM    MM   MM   MM    MM
2022 02 09 13 50 220  4.0  5.0   0.5    10   8.1  99 1019.9    MM   3.8    MM   MM   MM    MM
2022 02 09 13 40 220  3.0  5.0   0.5    MM   8.1  99 1019.9    MM   3.8    MM   MM   MM    MM
2022 02 09 13 30 210  3.0  4.0    MM    MM    MM  MM 1019.7    MM   3.8    MM   MM   MM    MM
2022 02 09 13 20 180  2.0  3.0    MM    MM    MM  MM 1019.6    MM   3.8    MM   MM   MM    MM
2022 02 09 13 10 150  2.0  2.0    MM    MM    MM  MM 1019.2    MM   3.8    MM   MM   MM    MM
2022 02 09 13 00 160  1.0  2.0    MM    MM    MM  MM 1019.2    MM    MM    MM   MM   MM    MM
2022 02 09 12 50 140  1.0  2.0   0.6    10   6.8 108 1019.0    MM   3.8    MM   MM   MM    MM
2022 02 09 12 40  MM  0.0  1.0   0.6    MM   6.8 108 1019.1    MM   3.8    MM   MM   MM    MM
2022 02 09 12 30  MM  0.0  1.0    MM    MM    MM  MM 1019.0    MM    MM    MM   MM   MM    MM
2022 02 09 12 20  MM  0.0  1.0    MM    MM    MM  MM 1018.9    MM   3.8    MM   MM   MM    MM
2022 02 09 12 10 250  1.0  2.0    MM    MM    MM  MM 1019.0    MM   3.8    MM   MM   MM    MM
2022 02 09 12 00 260  2.0  3.0    MM    MM    MM  MM 1019.0    MM    MM    MM   MM   MM    MM
2022 02 09 11 50 280  2.0  3.0   0.6    10   5.3 110 1018.9    MM   3.8    MM   MM   MM    MM
2022 02 09 11 40 300  3.0  4.0   0.6    MM   5.3 110 1018.6    MM   3.8    MM   MM   MM    MM
2022 02 09 11 30 300  3.0  3.0    MM    MM    MM  MM 1018.6    MM   3.8    MM   MM   MM    MM
2022 02 09 11 20 300  3.0  4.0    MM    MM    MM  MM 1018.7    MM   3.8    MM   MM   MM    MM
2022 02 09 11 10 300  3.0  4.0    MM    MM    MM  MM 1018.6    MM   3.8    MM   MM   MM    MM
2022 02 09 11 00 300  4.0  5.0    MM    MM    MM  MM 1018.5    MM    MM    MM   MM   MM    MM
2022 02 09 10 50 290  3.0  5.0   0.7     9   4.0 122 1018.5    MM   3.8    MM   MM   MM    MM
2022 02 09 10 40 290  4.0  5.0    MM    MM    MM  MM 1018.3    MM   3.8    MM   MM   MM    MM
2022 02 09 10 30 300  3.0  5.0    MM    MM    MM  MM 1018.1    MM   3.8    MM   MM   MM    MM
2022 02 09 10 20 300  5.0  6.0    MM    MM    MM  MM 1017.9    MM   3.8    MM   MM   MM    MM
2022 02 09 10 10 310  6.0  7.0    MM    MM    MM  MM 1017.8    MM   3.8    MM   MM   MM    MM
2022 02 09 10 00 310  6.0  8.0    MM    MM    MM  MM 1017.6    MM    MM    MM   MM +0.0    MM
2022 02 09 09 50 310  6.0  8.0   0.9     9   3.7 126 1017.7    MM    MM    MM   MM   MM    MM
2022 02 09 09 40 300  7.0  9.0   0.9    MM   3.7 126 1017.7    MM   3.8    MM   MM   MM    MM
2022 02 09 09 30 300  8.0  9.0    MM    MM    MM  MM 1017.6    MM   3.8    MM   MM   MM    MM
2022 02 09 09 20 290  8.0 10.0    MM    MM    MM  MM 1017.7    MM   3.8    MM   MM   MM    MM
2022 02 09 09 10 300  8.0 10.0    MM    MM    MM  MM 1017.7    MM   3.8    MM   MM   MM    MM
2022 02 09 09 00 290  9.0 10.0    MM    MM    MM  MM 1017.6    MM    MM    MM   MM +0.5    MM
2022 02 09 08 50 290  9.0 10.0   0.9    10   3.8 120 1017.6    MM   3.8    MM   MM   MM    MM
2022 02 09 08 40 280  9.0 11.0   0.9    MM   3.8 120 1017.7    MM   3.8    MM   MM   MM    MM
2022 02 09 08 30 290  8.0 10.0    MM    MM    MM  MM 1017.5    MM   3.8    MM   MM   MM    MM
2022 02 09 08 20 290  8.0 10.0    MM    MM    MM  MM 1017.5    MM   3.8    MM   MM   MM    MM
2022 02 09 08 10 290  9.0 10.0    MM    MM    MM  MM 1017.4    MM   3.8    MM   MM   MM    MM
2022 02 09 08 00 290  8.0 10.0    MM    MM    MM  MM 1017.6    MM    MM    MM   MM   MM    MM
2022 02 09 07 50 280  8.0 10.0   0.9    10   3.7 124 1017.7    MM   3.8    MM   MM   MM    MM
2022 02 09 07 40 290  9.0 11.0   0.9    MM   3.7 124 1017.7    MM   3.8    MM   MM   MM    MM
2022 02 09 07 30 280  9.0 11.0    MM    MM    MM  MM 1017.6    MM    MM    MM   MM   MM    MM
2022 02 09 07 20 280  9.0 10.0    MM    MM    MM  MM 1017.8    MM   3.8    MM   MM   MM    MM
2022 02 09 07 10 280 10.0 11.0    MM    MM    MM  MM 1017.7    MM   3.8    MM   MM   MM    MM
2022 02 09 07 00 280 10.0 12.0    MM    MM    MM  MM 1017.6    MM    MM    MM   MM +0.5    MM
2022 02 09 06 50 280 10.0 11.0   1.0     9   3.7 115 1017.4    MM   3.8    MM   MM   MM    MM
2022 02 09 06 40 280  9.0 11.0   1.0    MM   3.7 115 1017.3    MM   3.7    MM   MM   MM    MM
2022 02 09 06 30 280  9.0 11.0    MM    MM    MM  MM 1017.3    MM   3.7    MM   MM   MM    MM
2022 02 09 06 20 280  9.0 11.0    MM    MM    MM  MM 1017.3    MM   3.8    MM   MM   MM    MM
2022 02 09 06 10 280  9.0 11.0    MM    MM    MM  MM 1017.3    MM   3.7    MM   MM   MM    MM
2022 02 09 06 00 280  8.0 10.0    MM    MM    MM  MM 1017.1    MM    MM    MM   MM +0.0    MM
2022 02 09 05 50 280  8.0  9.0   1.0     9   3.9 134 1017.0    MM   3.7    MM   MM   MM    MM
2022 02 09 05 40 280  8.0 10.0   1.0    MM   3.9 134 1017.1    MM   3.7    MM   MM   MM    MM
2022 02 09 05 30 280  8.0 10.0    MM    MM    MM  MM 1017.3    MM   3.7    MM   MM   MM    MM
2022 02 09 05 20 280  8.0 10.0    MM    MM    MM  MM 1017.6    MM   3.7    MM   MM   MM    MM
2022 02 09 05 10 280  8.0 10.0    MM    MM    MM  MM 1017.4    MM   3.7    MM   MM   MM    MM
2022 02 09 05 00 280  8.0 10.0    MM    MM    MM  MM 1017.3    MM    MM    MM   MM   MM    MM
2022 02 09 04 50 280  9.0 11.0   0.9     8   3.9 130 1017.1    MM   3.7    MM   MM   MM    MM
2022 02 09 04 40 280  9.0 11.0   0.9    MM   3.9 130 1017.1    MM    MM    MM   MM   MM    MM
2022 02 09 04 30 280  9.0 11.0    MM    MM    MM  MM 1017.1    MM   3.7    MM   MM   MM    MM
2022 02 09 04 20 280  9.0 11.0    MM    MM    MM  MM 1017.2    MM   3.7    MM   MM   MM    MM
2022 02 09 04 10 270  8.0 11.0    MM    MM    MM  MM 1017.3    MM    MM    MM   MM   MM    MM
2022 02 09 04 00 270  8.0 10.0    MM    MM    MM  MM 1017.1    MM    MM    MM   MM   MM    MM
2022 02 09 03 50 270  9.0 11.0   0.9     8   4.0 114 1017.2    MM   3.7    MM   MM   MM    MM
2022 02 09 03 40 270  9.0 11.0   0.9    MM   4.0 114 1017.3    MM   3.7    MM   MM   MM    MM
2022 02 09 03 30 270  8.0 11.0    MM    MM    MM  MM 1017.3    MM   3.7    MM   MM   MM    MM
2022 02 09 03 20 270  9.0 10.0    MM    MM    MM  MM 1017.3    MM   3.7    MM   MM   MM    MM
2022 02 09 03 10 270  9.0 11.0    MM    MM    MM  MM 1017.3    MM   3.7    MM   MM   MM    MM
2022 02 09 03 00 270  9.0 11.0    MM    MM    MM  MM 1017.1    MM    MM    MM   MM   MM    MM
2022 02 09 02 50 270  9.0 12.0   1.0     9   4.0 133 1017.1    MM   3.7    MM   MM   MM    MM
2022 02 09 02 40 270  9.0 12.0   1.0    MM   4.0 133 1017.0    MM   3.7    MM   MM   MM    MM
2022 02 09 02 30 270  9.0 11.0    MM    MM    MM  MM 1017.1    MM   3.7    MM   MM   MM    MM
2022 02 09 02 20 270 10.0 11.0    MM    MM    MM  MM 1016.9    MM   3.7    MM   MM   MM    MM
2022 02 09 02 10 270  9.0 11.0    MM    MM    MM  MM 1016.8    MM   3.7    MM   MM   MM    MM
2022 02 09 02 00 270  9.0 11.0    MM    MM    MM  MM 1016.7    MM    MM    MM   MM   MM    MM
2022 02 09 01 50 270  9.0 11.0   1.0     9   4.3 143 1016.7    MM   3.7    MM   MM   MM    MM
2022 02 09 01 40 270  9.0 11.0   1.0    MM   4.3 143 1016.6    MM   3.7    MM   MM   MM    MM
2022 02 09 01 30 270  9.0 10.0    MM    MM    MM  MM 1016.5    MM   3.7    MM   MM   MM    MM
2022 02 09 01 20 270  9.0 11.0    MM    MM    MM  MM 1016.5    MM   3.7    MM   MM   MM    MM
2022 02 09 01 10 270  9.0 11.0    MM    MM    MM  MM 1016.5    MM    MM    MM   MM   MM    MM
2022 02 09 01 00 270  9.0 11.0    MM    MM    MM  MM 1016.4    MM    MM    MM   MM +2.8    MM
2022 02 09 00 50 270  9.0 10.0   1.0     9   4.1 144 1016.4    MM   3.7    MM   MM   MM    MM
2022 02 09 00 40 270  9.0 11.0    MM    MM    MM  MM 1016.3    MM   3.7    MM   MM   MM    MM
2022 02 09 00 30 270  9.0 12.0    MM    MM    MM  MM 1016.2    MM   3.7    MM   MM   MM    MM
2022 02 09 00 20 270 10.0 13.0    MM    MM    MM  MM 1016.2    MM   3.7    MM   MM   MM    MM
2022 02 09 00 10 280 10.0 12.0    MM    MM    MM  MM 1015.9    MM   3.7    MM   MM   MM    MM
2022 02 09 00 00 280 10.0 12.0    MM    MM    MM  MM 1015.7    MM    MM    MM   MM   MM    MM
2022 02 08 23 50 280 10.0 12.0   1.3     9   4.2 144 1015.7    MM   3.7    MM   MM   MM    MM
2022 02 08 23 40 280 10.0 12.0   1.3    MM   4.2 144 1015.7    MM   3.7    MM   MM   MM    MM
