#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2022 02 08 23 30 290 10.0 12.0    MM    MM    MM  MM 1015.4    MM   3.7    MM   MM   MM    MM
2022 02 08 23 20 290 10.0 13.0    MM    MM    MM  MM 1015.1    MM   3.7    MM   MM   MM    MM
2022 02 08 23 10 290 11.0 14.0    MM    MM    MM  MM 1015.0    MM   3.7    MM   MM   MM    MM
2022 02 08 23 00 280 11.0 14.0    MM    MM    MM  MM 1014.8    MM    MM    MM   MM   MM    MM
2022 02 08 22 50 280 11.0 14.0   1.2    10   4.3 147 1014.7    MM   3.7    MM   MM   MM    MM
2022 02 08 22 40 280 11.0 14.0   1.2    MM   4.3 147 1014.5    MM   3.7    MM   MM   MM    MM
2022 02 08 22 30 280 12.0 15.0    MM    MM    MM  MM 1014.2    MM    MM    MM   MM   MM    MM
2022 02 08 22 20 280 11.0 14.0    MM    MM    MM  MM 1014.1    MM   3.7    MM   MM   MM    MM
2022 02 08 22 10 280 11.0 14.0    MM    MM    MM  MM 1013.8    MM   3.7    MM   MM   MM    MM
2022 02 08 22 00 280 12.0 14.0    MM    MM    MM  MM 1013.6    MM    MM    MM   MM   MM    MM
2022 02 08 21 50 280 12.0 16.0   1.3     9   4.3 133 1013.8    MM   3.7    MM   MM   MM    MM
2022 02 08 21 40 280 11.0 14.0    MM    MM    MM  MM 1013.7    MM   3.7    MM   MM   MM    MM
2022 02 08 21 30 280 11.0 13.0    MM    MM    MM  MM 1013.6    MM   3.7    MM   MM   MM    MM
2022 02 08 21 20 290 10.0 13.0    MM    MM    MM  MM 1013.5    MM   3.7    MM   MM   MM    MM
2022 02 08 21 10 290 10.0 13.0    MM    MM    MM  MM 1013.4    MM   3.7    MM   MM   MM    MM
2022 02 08 21 00 300 10.0 12.0    MM    MM    MM  MM 1013.1    MM    MM    MM   MM   MM    MM
2022 02 08 20 50 290 10.0 13.0   1.3    10   4.6 140 1013.0    MM   3.7    MM   MM   MM    MM
2022 02 08 20 40 290 10.0 12.0   1.3    MM   4.6 140 1012.7    MM   3.6    MM   MM   MM    MM
2022 02 08 20 30 290 11.0 13.0    MM    MM    MM  MM 1012.5    MM   3.6    MM   MM   MM    MM
2022 02 08 20 20 290 10.0 13.0    MM    MM    MM  MM 1012.1    MM   3.6    MM   MM   MM    MM
2022 02 08 20 10 290 11.0 14.0    MM    MM    MM  MM 1012.0    MM   3.6    MM   MM   MM    MM
2022 02 08 20 00 290 11.0 14.0    MM    MM    MM  MM 1011.9    MM    MM    MM   MM -0.0    MM
2022 02 08 19 50 290 11.0 13.0   1.2     9   4.3 152 1011.9    MM   3.6    MM   MM   MM    MM
2022 02 08 19 40 290 11.0 14.0   1.2    MM   4.3 152 1012.0    MM   3.6    MM   MM   MM    MM
2022 02 08 19 30 290 11.0 13.0    MM    MM    MM  MM 1012.0    MM   3.6    MM   MM   MM    MM
2022 02 08 19 20 290 11.0 13.0    MM    MM    MM  MM 1011.9    MM    MM    MM   MM   MM    MM
2022 02 08 19 10 290 11.0 13.0    MM    MM    MM  MM 1011.7    MM   3.6    MM   MM   MM    MM
2022 02 08 19 00 290 10.0 13.0    MM    MM    MM  MM 1011.6    MM   3.7    MM   MM -1.2    MM
2022 02 08 18 50 290 10.0 12.0   1.0     9   4.1 144 1011.6    MM   3.6    MM   MM   MM    MM
2022 02 08 18 40 280 10.0 13.0   1.0    MM   4.1 144 1011.6    MM   3.6    MM   MM   MM    MM
2022 02 08 18 30 280  9.0 11.0    MM    MM    MM  MM 1011.6    MM   3.7    MM   MM   MM    MM
2022 02 08 18 20 280  8.0 11.0    MM    MM    MM  MM 1011.6    MM   3.6    MM   MM   MM    MM
2022 02 08 18 10 280  8.0 10.0    MM    MM    MM  MM 1011.6    MM   3.6    MM   MM   MM    MM
2022 02 08 18 00 280  7.0  9.0    MM    MM    MM  MM 1011.4    MM    MM    MM   MM   MM    MM
2022 02 08 17 50 280  7.0  9.0   0.8     7   4.3 116 1011.6    MM   3.6    MM   MM   MM    MM
2022 02 08 17 40 290  7.0  9.0   0.8    MM   4.3 116 1011.6    MM   3.6    MM   MM   MM    MM
2022 02 08 17 30 290  7.0  9.0    MM    MM    MM  MM 1011.7    MM   3.6    MM   MM   MM    MM
2022 02 08 17 20 290  7.0  9.0    MM    MM    MM  MM 1011.8    MM   3.6    MM   MM   MM    MM
2022 02 08 17 10 290  7.0  8.0    MM    MM    MM  MM 1011.6    MM   3.6    MM   MM   MM    MM
2022 02 08 17 00 290  7.0  8.0    MM    MM    MM  MM 1011.9    MM    MM    MM   MM   MM    MM
2022 02 08 16 50 290  7.0  8.0   0.8     7   4.3 106 1011.9    MM   3.6    MM   MM   MM    MM
2022 02 08 16 40 290  6.0  7.0   0.8    MM   4.3 106 1012.1    MM   3.6    MM   MM   MM    MM
2022 02 08 16 30 290  5.0  6.0    MM    MM    MM  MM 1012.4    MM    MM    MM   MM   MM    MM
2022 02 08 16 20 290  6.0  7.0    MM    MM    MM  MM 1012.8    MM   3.6    MM   MM   MM    MM
2022 02 08 16 10 290  6.0  8.0    MM    MM    MM  MM 1012.9    MM   3.6    MM   MM   MM    MM
2022 02 08 16 00 280  7.0  9.0    MM    MM    MM  MM 1012.8    MM   3.6    MM   MM +0.0    MM
2022 02 08 15 50 280  8.0  9.0   0.9     7   3.9 101 1012.9    MM   3.6    MM   MM   MM    MM
2022 02 08 15 40 280  8.0 10.0   0.9    MM   3.9 101 1012.9    MM   3.6    MM   MM   MM    MM
2022 02 08 15 30 280  9.0 11.0    MM    MM    MM  MM 1012.9    MM    MM    MM   MM   MM    MM
2022 02 08 15 20 280  8.0 10.0    MM    MM    MM  MM 1013.0    MM   3.6    MM   MM   MM    MM
2022 02 08 15 10 280  7.0  9.0    MM    MM    MM  MM 1012.8    MM   3.6    MM   MM   MM    MM
2022 02 08 15 00 280  8.0  9.0    MM    MM    MM  MM 1012.7    MM   3.6    MM   MM   MM    MM
2022 02 08 14 50 280  7.0  9.0   0.9     7   4.2 114 1013.0    MM   3.6    MM   MM   MM    MM
2022 02 08 14 40 280  7.0  9.0   0.9    MM   4.2 114 1013.2    MM   3.6    MM   MM   MM    MM
2022 02 08 14 30 290  7.0  8.0    MM    MM    MM  MM 1012.9    MM   3.6    MM   MM   MM    MM
2022 02 08 14 20 290  6.0  8.0    MM    MM    MM  MM 1012.7    MM   3.6    MM   MM   MM    MM
2022 02 08 14 10 290  7.0  8.0    MM    MM    MM  MM 1012.8    MM   3.6    MM   MM   MM    MM
2022 02 08 14 00 290  7.0  9.0    MM    MM    MM  MM 1013.0    MM    MM    MM   MM   MM    MM
2022 02 08 13 50 290  7.0  9.0   1.0     7   4.1 115 1013.0    MM   3.6    MM   MM   MM    MM
2022 02 08 13 40 300  7.0  9.0   1.0    MM   4.1 115 1012.9    MM   3.6    MM   MM   MM    MM
2022 02 08 13 30 300  8.0  9.0    MM    MM    MM  MM 1012.7    MM   3.6    MM   MM   MM    MM
2022 02 08 13 20 290  8.0 10.0    MM    MM    MM  MM 1012.9    MM   3.6    MM   MM   MM    MM
2022 02 08 13 10 290  8.0 10.0    MM    MM    MM  MM 1012.8    MM   3.6    MM   MM   MM    MM
2022 02 08 13 00 290  8.0 10.0    MM    MM    MM  MM 1012.7    MM    MM    MM   MM +1.9    MM
2022 02 08 12 50 300  7.0  9.0   0.9     7   4.2 115 1012.4    MM   3.6    MM   MM   MM    MM
2022 02 08 12 40 300  7.0  9.0    MM    MM    MM  MM 1012.3    MM   3.6    MM   MM   MM    MM
2022 02 08 12 30 300  8.0  9.0    MM    MM    MM  MM 1012.2    MM   3.6    MM   MM   MM    MM
2022 02 08 12 20 300  8.0  9.0    MM    MM    MM  MM 1012.2    MM   3.6    MM   MM   MM    MM
2022 02 08 12 10 310  8.0 10.0    MM    MM    MM  MM 1011.8    MM   3.6    MM   MM   MM    MM
2022 02 08 12 00 310  9.0 11.0    MM    MM    MM  MM 1011.9    MM    MM    MM   MM   MM    MM
2022 02 08 11 50 310  8.0 10.0   1.0     7   4.3 116 1011.7    MM   3.6    MM   MM   MM    MM
2022 02 08 11 40 310  8.0 10.0    MM    MM    MM  MM 1011.5    MM   3.6    MM   MM   MM    MM
2022 02 08 11 30 310  8.0 10.0    MM    MM    MM  MM 1011.3    MM   3.6    MM   MM   MM    MM
2022 02 08 11 20 310  8.0 10.0    MM    MM    MM  MM 1011.1    MM   3.6    MM   MM   MM    MM
2022 02 08 11 10 310  8.0  9.0    MM    MM    MM  MM 1010.8    MM   3.6    MM   MM   MM    MM
2022 02 08 11 00 310  7.0  9.0    MM    MM    MM  MM 1010.9    MM    MM    MM   MM   MM    MM
2022 02 08 10 50 310  7.0  9.0   1.0     7   4.5 113 1010.9    MM   3.6    MM   MM   MM    MM
2022 02 08 10 40 310  7.0  9.0   1.0    MM   4.5 113 1010.8    MM   3.6    MM   MM   MM    MM
2022 02 08 10 30 310  7.0  8.0    MM    MM    MM  MM 1010.8    MM   3.6    MM   MM   MM    MM
2022 02 08 10 20 310  7.0  9.0    MM    MM    MM  MM 1010.8    MM   3.6    MM   MM   MM    MM
2022 02 08 10 10 310  7.0  9.0    MM    MM    MM  MM 1010.8    MM   3.6    MM   MM   MM    MM
2022 02 08 10 00 310  7.0  9.0    MM    MM    MM  MM 1010.8    MM    MM    MM   MM   MM    MM
2022 02 08 09 50 310  7.0  9.0   1.1     7   4.9 119 1010.8    MM   3.5    MM   MM   MM    MM
2022 02 08 09 40 310  6.0  8.0    MM    MM    MM  MM 1010.8    MM   3.5    MM   MM   MM    MM
2022 02 08 09 30 310  7.0  9.0    MM    MM    MM  MM 1010.7    MM    MM    MM   MM   MM    MM
2022 02 08 09 20 300  7.0  8.0    MM    MM    MM  MM 1010.7    MM   3.5    MM   MM   MM    MM
2022 02 08 09 10 310  6.0  7.0    MM    MM    MM  MM 1010.8    MM   3.5    MM   MM   MM    MM
2022 02 08 09 00 310  6.0  8.0    MM    MM    MM  MM 1010.6    MM    MM    MM   MM   MM    MM
2022 02 08 08 50 310  6.0  8.0   1.1     7   5.0 120 1010.7    MM   3.5    MM   MM   MM    MM
2022 02 08 08 40 320  5.0  7.0   1.1    MM   5.0 120 1010.8    MM   3.5    MM   MM   MM    MM
2022 02 08 08 30 340  5.0  6.0    MM    MM    MM  MM 1010.7    MM    MM    MM   MM   MM    MM
2022 02 08 08 20 340  5.0  6.0    MM    MM    MM  MM 1010.9    MM   3.5    MM   MM   MM    MM
2022 02 08 08 10 340  6.0  7.0    MM    MM    MM  MM 1010.8    MM   3.5    MM   MM   MM    MM
2022 02 08 08 00 330  6.0  7.0    MM    MM    MM  MM 1010.9    MM    MM    MM   MM   MM    MM
2022 02 08 07 50 330  5.0  7.0   1.1     6   5.1 120 1011.1    MM   3.5    MM   MM   MM    MM
2022 02 08 07 40 330  6.0  8.0   1.1    MM   5.1 120 1011.2    MM   3.5    MM   MM   MM    MM
2022 02 08 07 30 340  6.0  8.0    MM    MM    MM  MM 1011.3    MM   3.5    MM   MM   MM    MM
2022 02 08 07 20 340  6.0  8.0    MM    MM    MM  MM 1011.6    MM   3.5    MM   MM   MM    MM
2022 02 08 07 10 340  6.0  7.0    MM    MM    MM  MM 1011.8    MM   3.5    MM   MM   MM    MM
2022 02 08 07 00 330  4.0  6.0    MM    MM    MM  MM 1012.0    MM    MM    MM   MM   MM    MM
2022 02 08 06 50 330  4.0  5.0   1.1     7   5.3 117 1012.3    MM   3.6    MM   MM   MM    MM
2022 02 08 06 40 350  4.0  6.0   1.1    MM   5.3 117 1011.8    MM   3.6    MM   MM   MM    MM
2022 02 08 06 30 360  4.0  5.0    MM    MM    MM  MM 1011.9    MM   3.6    MM   MM   MM    MM
2022 02 08 06 20  10  4.0  5.0    MM    MM    MM  MM 1012.2    MM   3.6    MM   MM   MM    MM
2022 02 08 06 10 360  4.0  6.0    MM    MM    MM  MM 1012.2    MM   3.6    MM   MM   MM    MM
2022 02 08 06 00  10  4.0  5.0    MM    MM    MM  MM 1012.2    MM    MM    MM   MM   MM    MM
2022 02 08 05 50  30  4.0  5.0   1.1     6   5.2 118 1012.3    MM   3.6    MM   MM   MM    MM
2022 02 08 05 40  20  5.0  6.0   1.1    MM   5.2 118 1012.2    MM   3.6    MM   MM   MM    MM
2022 02 08 05 30  10  5.0  6.0    MM    MM    MM  MM 1012.5    MM   3.6    MM   MM   MM    MM
2022 02 08 05 20  10  5.0  6.0    MM    MM    MM  MM 1012.6    MM   3.6    MM   MM   MM    MM
2022 02 08 05 10  20  5.0  6.0    MM    MM    MM  MM 1012.9    MM   3.6    MM   MM   MM    MM
2022 02 08 05 00  30  5.0  6.0    MM    MM    MM  MM 1013.2    MM    MM    MM   MM   MM    MM
2022 02 08 04 50  30  5.0  6.0   1.1     7   4.8 126 1013.3    MM   3.6    MM   MM   MM    MM
2022 02 08 04 40  20  5.0  6.0    MM    MM    MM  MM 1013.9    MM   3.6    MM   MM   MM    MM
2022 02 08 04 30  20  6.0  7.0    MM    MM    MM  MM 1014.1    MM   3.6    MM   MM   MM    MM
2022 02 08 04 20  30  6.0  7.0    MM    MM    MM  MM 1014.1    MM   3.6    MM   MM   MM    MM
2022 02 08 04 10  30  6.0  7.0    MM    MM    MM  MM 1014.3    MM   3.6    MM   MM   MM    MM
2022 02 08 04 00  20  6.0  8.0    MM    MM    MM  MM 1014.6    MM    MM    MM   MM   MM    MM
2022 02 08 03 50  10  6.0  8.0   1.1     7   4.7 132 1015.0    MM   3.6    MM   MM   MM    MM
2022 02 08 03 40 360  6.0  8.0   1.1    MM   4.7 132 1015.0    MM   3.6    MM   MM   MM    MM
2022 02 08 03 30 360  6.0  8.0    MM    MM    MM  MM 1015.3    MM    MM    MM   MM   MM    MM
2022 02 08 03 20 360  6.0  8.0    MM    MM    MM  MM 1015.5    MM   3.6    MM   MM   MM    MM
2022 02 08 03 10 360  6.0  7.0    MM    MM    MM  MM 1015.6    MM   3.6    MM   MM   MM    MM
2022 02 08 03 00 360  6.0  7.0    MM    MM    MM  MM 1015.9    MM    MM    MM   MM   MM    MM
2022 02 08 02 50 350  6.0  8.0   1.1     7   4.8 140 1016.2    MM   3.6    MM   MM   MM    MM
2022 02 08 02 40 350  6.0  8.0   1.1    MM   4.8 140 1016.6    MM   3.6    MM   MM   MM    MM
2022 02 08 02 30 340  6.0  8.0    MM    MM    MM  MM 1016.8    MM   3.6    MM   MM   MM    MM
2022 02 08 02 20 340  6.0  8.0    MM    MM    MM  MM 1017.3    MM   3.6    MM   MM   MM    MM
2022 02 08 02 10 340  6.0  8.0    MM    MM    MM  MM 1017.2    MM   3.6    MM   MM   MM    MM
2022 02 08 02 00 340  7.0  9.0    MM    MM    MM  MM 1017.0    MM    MM    MM   MM   MM    MM
2022 02 08 01 50 340  6.0  8.0   1.0     6   4.6 131 1016.8    MM   3.7    MM   MM   MM    MM
2022 02 08 01 40 350  6.0  7.0   1.0    MM   4.6 131 1016.8    MM   3.7    MM   MM   MM    MM
2022 02 08 01 30 350  6.0  7.0    MM    MM    MM  MM 1016.9    MM   3.7    MM   MM   MM    MM
2022 02 08 01 20 350  6.0  8.0    MM    MM    MM  MM 1017.3    MM   3.7    MM   MM   MM    MM
2022 02 08 01 10 350  6.0  7.0    MM    MM    MM  MM 1017.7    MM   3.7    MM   MM   MM    MM
2022 02 08 01 00 350  5.0  6.0    MM    MM    MM  MM 1017.5    MM   3.7    MM   MM   MM    MM
2022 02 08 00 50 350  5.0  6.0   1.1     6   4.6 132 1017.7    MM   3.7    MM   MM   MM    MM
2022 02 08 00 40 340  5.0  7.0   1.1    MM   4.6 132 1018.5    MM   3.7    MM   MM   MM    MM
2022 02 08 00 30 340  6.0  7.0    MM    MM    MM  MM 1018.7    MM   3.7    MM   MM   MM    MM
2022 02 08 00 20 340  6.0  8.0    MM    MM    MM  MM 1018.4    MM   3.7    MM   MM   MM    MM
2022 02 08 00 10 340  6.0  7.0    MM    MM    MM  MM 1018.7    MM   3.7    MM   MM   MM    MM
2022 02 08 00 00 330  6.0  8.0    MM    MM    MM  MM 1018.9    MM    MM    MM   MM   MM    MM
2022 02 07 23 50 330  6.0  8.0   1.0     7   4.7 150 1018.9    MM   3.7    MM   MM   MM    MM
2022 02 07 23 40 340  6.0  8.0   1.0    MM   4.7 150 1019.0    MM   3.7    MM   MM   MM    MM
2022 02 07 23 30 340  6.0  7.0    MM    MM    MM  MM 1019.0    MM   3.7    MM   MM   MM    MM
2022 02 07 23 20 340  5.0  7.0    MM    MM    MM  MM 1018.6    MM   3.7    MM   MM   MM    MM
2022 02 07 23 10 340  5.0  6.0    MM    MM    MM  MM 1018.9    MM   3.7    MM   MM   MM    MM
2022 02 07 23 00 340  5.0  6.0    MM    MM    MM  MM 1018.8    MM    MM    MM   MM -1.7    MM
2022 02 07 22 50 340  5.0  6.0   0.9     6   4.7 134 1018.7    MM   3.7    MM   MM   MM    MM
2022 02 07 22 40 340  5.0  6.0   0.9    MM   4.7 134 1018.9    MM   3.7    MM   MM   MM    MM
2022 02 07 22 30 330  4.0  5.0    MM    MM    MM  MM 1019.1    MM    MM    MM   MM   MM    MM
2022 02 07 22 20 330  4.0  5.0    MM    MM    MM  MM 1019.3    MM   3.7    MM   MM   MM    MM
2022 02 07 22 10 320  4.0  5.0    MM    MM    MM  MM 1019.8    MM   3.7    MM   MM   MM    MM
2022 02 07 22 00 330  4.0  5.0    MM    MM    MM  MM 1019.5    MM    MM    MM   MM   MM    MM
2022 02 07 21 50 330  4.0  5.0   0.9     6   4.4 134 1019.7    MM   3.7    MM   MM   MM    MM
2022 02 07 21 40 360  3.0  4.0    MM    MM    MM  MM 1019.5    MM   3.7    MM   MM   MM    MM
2022 02 07 21 30  10  3.0  4.0    MM    MM    MM  MM 1019.0    MM   3.7    MM   MM   MM    MM
2022 02 07 21 20  10  3.0  4.0    MM    MM    MM  MM 1019.4    MM   3.8    MM   MM   MM    MM
2022 02 07 21 10 360  5.0  5.0    MM    MM    MM  MM 1019.3    MM   3.8    MM   MM   MM    MM
2022 02 07 21 00 360  4.0  5.0    MM    MM    MM  MM 1019.5    MM    MM    MM   MM   MM    MM
2022 02 07 20 50  20  4.0  5.0   0.8     5   4.1 110 1019.5    MM   3.8    MM   MM   MM    MM
2022 02 07 20 40  20  4.0  5.0   0.8    MM   4.1 110 1019.8    MM   3.8    MM   MM   MM    MM
2022 02 07 20 30  10  4.0  5.0    MM    MM    MM  MM 1019.9    MM   3.8    MM   MM   MM    MM
2022 02 07 20 20 360  4.0  5.0    MM    MM    MM  MM 1020.1    MM   3.8    MM   MM   MM    MM
2022 02 07 20 10 360  4.0  5.0    MM    MM    MM  MM 1020.4    MM   3.8    MM   MM   MM    MM
2022 02 07 20 00 360  4.0   MM    MM    MM    MM  MM 1020.1    MM   3.8    MM   MM   MM    MM
2022 02 07 19 50 360  4.0  5.0   0.8     5   3.8 119 1020.4    MM   3.8    MM   MM   MM    MM
2022 02 07 19 40  30  5.0  7.0   0.8    MM   3.8 119 1020.3    MM   3.8    MM   MM   MM    MM
2022 02 07 19 30  30  6.0  8.0    MM    MM    MM  MM 1020.0    MM   3.8    MM   MM   MM    MM
2022 02 07 19 20  30  6.0  8.0    MM    MM    MM  MM 1020.1    MM   3.8    MM   MM   MM    MM
2022 02 07 19 10  30  7.0  8.0    MM    MM    MM  MM 1020.4    MM   3.8    MM   MM   MM    MM
2022 02 07 19 00  30  6.0   MM    MM    MM    MM  MM 1020.1    MM   3.8    MM   MM   MM    MM
2022 02 07 18 50  10  6.0  8.0   0.7    10   3.8 142 1020.8    MM   3.8    MM   MM   MM    MM
2022 02 07 18 40  10  6.0  7.0    MM    MM    MM  MM 1021.1    MM   3.8    MM   MM   MM    MM
2022 02 07 18 30  20  6.0  7.0    MM    MM    MM  MM 1021.2    MM   3.8    MM   MM   MM    MM
2022 02 07 18 20  30  6.0  8.0    MM    MM    MM  MM 1021.4    MM   3.8    MM   MM   MM    MM
2022 02 07 18 10  30  7.0  8.0    MM    MM    MM  MM 1021.5    MM   3.8    MM   MM   MM    MM
2022 02 07 18 00  30  6.0   MM    MM    MM    MM  MM 1021.4    MM   3.8    MM   MM   MM    MM
2022 02 07 17 50  40  7.0  8.0   0.7     5   3.6 120 1022.0    MM   3.8    MM   MM   MM    MM
2022 02 07 17 40  40  7.0  9.0   0.7    MM   3.6 120 1022.2    MM   3.8    MM   MM   MM    MM
2022 02 07 17 30  40  7.0  9.0    MM    MM    MM  MM 1022.3    MM   3.8    MM   MM   MM    MM
2022 02 07 17 20  40  7.0  9.0    MM    MM    MM  MM 1022.8    MM   3.8    MM   MM   MM    MM
2022 02 07 17 10  40  7.0  8.0    MM    MM    MM  MM 1023.1    MM   3.8    MM   MM   MM    MM
2022 02 07 17 00  30  7.0   MM    MM    MM    MM  MM 1024.1    MM   3.8    MM   MM   MM    MM
2022 02 07 16 50  40  7.0  8.0   0.7     4   3.7 115 1023.8    MM   3.8    MM   MM   MM    MM
2022 02 07 16 40  30  7.0  8.0    MM    MM    MM  MM 1024.1    MM   3.8    MM   MM   MM    MM
2022 02 07 16 30  30  7.0  8.0    MM    MM    MM  MM 1024.4    MM   3.8    MM   MM   MM    MM
2022 02 07 16 20  30  6.0  7.0    MM    MM    MM  MM 1024.8    MM   3.8    MM   MM   MM    MM
2022 02 07 16 10  20  6.0  7.0    MM    MM    MM  MM 1025.1    MM   3.8    MM   MM   MM    MM
2022 02 07 16 00  20  6.0   MM    MM    MM    MM  MM 1025.1    MM   3.8    MM   MM   MM    MM
2022 02 07 15 50  20  5.0   MM   0.7    MM   3.9 110 1025.5    MM   3.8    MM   MM   MM    MM
2022 02 07 15 40  30  6.0  8.0    MM    MM    MM  MM 1025.5    MM   3.8    MM   MM   MM    MM
2022 02 07 15 30  30  6.0  7.0    MM    MM    MM  MM 1025.6    MM    MM    MM   MM   MM    MM
2022 02 07 15 20  20  5.0  7.0    MM    MM    MM  MM 1025.8    MM   3.8    MM   MM   MM    MM
2022 02 07 15 10  20  5.0  6.0    MM    MM    MM  MM 1026.0    MM   3.8    MM   MM   MM    MM
2022 02 07 15 00  40  6.0  7.0    MM    MM    MM  MM 1026.1    MM   3.9    MM   MM   MM    MM
2022 02 07 14 50  40  6.0  7.0   0.7     9   4.0 140 1026.0    MM   3.9    MM   MM   MM    MM
2022 02 07 14 40  30  5.0  7.0   0.7    MM   4.0 140 1026.1    MM   3.9    MM   MM   MM    MM
2022 02 07 14 30  30  5.0  6.0    MM    MM    MM  MM 1026.5    MM   3.9    MM   MM   MM    MM
2022 02 07 14 20  30  5.0  6.0    MM    MM    MM  MM 1026.4    MM   3.9    MM   MM   MM    MM
2022 02 07 14 10  30  5.0  6.0    MM    MM    MM  MM 1026.6    MM   3.9    MM   MM   MM    MM
2022 02 07 14 00  40  5.0  6.0    MM    MM    MM  MM 1026.7    MM    MM    MM   MM -0.7    MM
2022 02 07 13 50  30  5.0  6.0   0.6     4   4.1 117 1026.8    MM   3.9    MM   MM   MM    MM
2022 02 07 13 40  30  5.0  6.0   0.6    MM   4.1 117 1026.8    MM   3.9    MM   MM   MM    MM
2022 02 07 13 30  30  5.0  6.0    MM    MM    MM  MM 1026.8    MM   3.9    MM   MM   MM    MM
2022 02 07 13 20  30  6.0  6.0    MM    MM    MM  MM 1026.8    MM   3.9    MM   MM   MM    MM
2022 02 07 13 10  30  5.0  6.0    MM    MM    MM  MM 1026.8    MM   3.9    MM   MM   MM    MM
2022 02 07 13 00  30  5.0   MM    MM    MM    MM  MM 1026.8    MM   3.9    MM   MM   MM    MM
2022 02 07 12 50  20  5.0  6.0   0.6     4   4.3 105 1026.9    MM   3.9    MM   MM   MM    MM
2022 02 07 12 40  20  4.0  5.0   0.6    MM   4.3 105 1026.9    MM   3.9    MM   MM   MM    MM
2022 02 07 12 30  30  5.0  5.0    MM    MM    MM  MM 1027.0    MM   3.9    MM   MM   MM    MM
2022 02 07 12 20  30  4.0  5.0    MM    MM    MM  MM 1027.0    MM   3.9    MM   MM   MM    MM
2022 02 07 12 10  40  4.0  4.0    MM    MM    MM  MM 1027.0    MM   3.9    MM   MM   MM    MM
2022 02 07 12 00  30  4.0   MM    MM    MM    MM  MM 1027.0    MM   3.9    MM   MM   MM    MM
2022 02 07 11 50  50  3.0  4.0   0.7    10   4.4 112 1027.2    MM   3.9    MM   MM   MM    MM
2022 02 07 11 40  50  3.0  4.0   0.7    MM   4.4 112 1027.4    MM   3.9    MM   MM   MM    MM
2022 02 07 11 30  60  3.0  4.0    MM    MM    MM  MM 1027.4    MM   3.9    MM   MM   MM    MM
2022 02 07 11 20  60  3.0  4.0    MM    MM    MM  MM 1027.3    MM   3.9    MM   MM   MM    MM
2022 02 07 11 10  70  3.0  4.0    MM    MM    MM  MM 1027.4    MM   3.9    MM   MM   MM    MM
2022 02 07 11 00  50  3.0  4.0    MM    MM    MM  MM 1027.4    MM   3.9    MM   MM   MM    MM
2022 02 07 10 50  40  3.0  3.0   0.7     4   4.4 121 1027.7    MM   3.9    MM   MM   MM    MM
2022 02 07 10 40  50  3.0  3.0    MM    MM    MM  MM 1027.8    MM   3.9    MM   MM   MM    MM
2022 02 07 10 30  60  2.0  3.0    MM    MM    MM  MM 1027.9    MM   3.9    MM   MM   MM    MM
2022 02 07 10 20  80  1.0  2.0    MM    MM    MM  MM 1028.2    MM   3.9    MM   MM   MM    MM
2022 02 07 10 10  60  1.0  2.0    MM    MM    MM  MM 1028.2    MM   3.9    MM   MM   MM    MM
2022 02 07 10 00  80  1.0  1.0    MM    MM    MM  MM 1028.4    MM    MM    MM   MM   MM    MM
2022 02 07 09 50  MM  0.0  1.0    MM    MM    MM  MM 1028.4    MM   3.9    MM   MM   MM    MM
2022 02 07 09 40  MM  0.0  1.0    MM    MM    MM  MM 1028.5    MM   3.9    MM   MM   MM    MM
2022 02 07 09 30 200  1.0  1.0    MM    MM    MM  MM 1028.4    MM   3.9    MM   MM   MM    MM
2022 02 07 09 20 230  1.0  2.0    MM    MM    MM  MM 1028.6    MM   3.9    MM   MM   MM    MM
2022 02 07 09 10 230  1.0  1.0    MM    MM    MM  MM 1028.5    MM   3.9    MM   MM   MM    MM
2022 02 07 09 00 220  1.0  2.0    MM    MM    MM  MM 1028.4    MM    MM    MM   MM   MM    MM
2022 02 07 08 50 220  1.0  2.0   0.7     4   4.4 118 1028.5    MM   3.9    MM   MM   MM    MM
2022 02 07 08 40 220  2.0  3.0   0.7    MM   4.4 118 1028.7    MM   3.9    MM   MM   MM    MM
2022 02 07 08 30 200  3.0  4.0    MM    MM    MM  MM 1028.8    MM   3.9    MM   MM   MM    MM
2022 02 07 08 20 200  3.0  4.0    MM    MM    MM  MM 1029.0    MM   3.9    MM   MM   MM    MM
2022 02 07 08 10  MM  4.0  5.0    MM    MM    MM  MM     MM    MM   3.9    MM   MM   MM    MM
2022 02 07 08 00 180  3.0  4.0    MM    MM    MM  MM 1029.1    MM    MM    MM   MM   MM    MM
2022 02 07 07 50 150  3.0  4.0   0.7     4   4.3 119 1029.1    MM   3.9    MM   MM   MM    MM
2022 02 07 07 40 160  4.0  5.0   0.7    MM   4.3 119 1029.1    MM   3.9    MM   MM   MM    MM
2022 02 07 07 30 160  4.0  5.0    MM    MM    MM  MM 1029.1    MM    MM    MM   MM   MM    MM
2022 02 07 07 20 140  1.0  3.0    MM    MM    MM  MM 1029.4    MM   3.9    MM   MM   MM    MM
2022 02 07 07 10 120  1.0  1.0    MM    MM    MM  MM 1029.5    MM   3.9    MM   MM   MM    MM
