#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2022 01 18 08 50  MM 16.0 22.0   3.6     7   6.4 284 1000.7    MM   8.1    MM   MM   MM    MM
2022 01 18 08 40  MM 18.0 23.0   3.6    MM   6.4 284 1000.4    MM   8.1    MM   MM   MM    MM
2022 01 18 08 30  MM 16.0 22.0    MM    MM    MM  MM 1000.1    MM   8.1    MM   MM   MM    MM
2022 01 18 08 20  MM 16.0 22.0    MM    MM    MM  MM  999.8    MM   8.1    MM   MM   MM    MM
2022 01 18 08 10  MM 16.0 21.0    MM    MM    MM  MM  999.7    MM   8.1    MM   MM   MM    MM
2022 01 18 08 00  MM 16.0 22.0    MM    MM    MM  MM  999.5    MM   8.1    MM   MM   MM    MM
2022 01 18 07 50  MM 16.0 20.0   3.6    12   6.5 146  999.1    MM   8.1    MM   MM   MM    MM
2022 01 18 07 40  MM 15.0 20.0   3.6    MM   6.5 146  998.9    MM   8.1    MM   MM   MM    MM
2022 01 18 07 30  MM 16.0 21.0    MM    MM    MM  MM  998.6    MM   8.1    MM   MM   MM    MM
2022 01 18 07 20  MM 15.0 21.0    MM    MM    MM  MM  998.2    MM   8.1    MM   MM   MM    MM
2022 01 18 07 10  MM 15.0 20.0    MM    MM    MM  MM  998.1    MM   8.1    MM   MM   MM    MM
2022 01 18 07 00  MM 15.0 19.0    MM    MM    MM  MM  997.8    MM   8.1    MM   MM   MM    MM
2022 01 18 06 50  MM 15.0 20.0   3.8    12   6.8 150  997.5    MM   8.1    MM   MM   MM    MM
2022 01 18 06 40  MM 16.0 21.0    MM    MM    MM  MM  997.3    MM   8.1    MM   MM   MM    MM
2022 01 18 06 30  MM 17.0 22.0    MM    MM    MM  MM  997.0    MM   8.1    MM   MM   MM    MM
2022 01 18 06 20  MM 16.0 21.0    MM    MM    MM  MM  996.6    MM   8.1    MM   MM   MM    MM
2022 01 18 06 10  MM 17.0 23.0    MM    MM    MM  MM  996.2    MM   8.1    MM   MM   MM    MM
2022 01 18 06 00  MM 16.0 20.0    MM    MM    MM  MM  996.0    MM   8.1    MM   MM   MM    MM
2022 01 18 05 50  MM 15.0 20.0   3.9    12   6.7 140  995.8    MM   8.2    MM   MM   MM    MM
2022 01 18 05 40  MM 16.0 19.0   3.9    MM   6.7 140  995.7    MM   8.2    MM   MM   MM    MM
2022 01 18 05 30  MM 15.0 20.0    MM    MM    MM  MM  995.5    MM   8.2    MM   MM   MM    MM
2022 01 18 05 20  MM 15.0 19.0    MM    MM    MM  MM  995.5    MM   8.2    MM   MM   MM    MM
2022 01 18 05 10  MM 14.0 19.0    MM    MM    MM  MM  995.3    MM   8.2    MM   MM   MM    MM
2022 01 18 05 00  MM 14.0 19.0    MM    MM    MM  MM  995.2    MM   8.2    MM   MM +2.8    MM
2022 01 18 04 50  MM 15.0 19.0   4.2    12   6.9 142  995.1    MM   8.2    MM   MM   MM    MM
2022 01 18 04 40  MM 15.0 21.0   4.2    MM   6.9 142  995.0    MM   8.2    MM   MM   MM    MM
2022 01 18 04 30  MM 15.0 19.0    MM    MM    MM  MM  994.9    MM   8.2    MM   MM   MM    MM
2022 01 18 04 20  MM 15.0 21.0    MM    MM    MM  MM  994.6    MM   8.2    MM   MM   MM    MM
2022 01 18 04 10  MM 15.0 19.0    MM    MM    MM  MM  994.4    MM   8.2    MM   MM   MM    MM
2022 01 18 04 00  MM 16.0 22.0    MM    MM    MM  MM  994.3    MM   8.2    MM   MM   MM    MM
2022 01 18 03 50  MM 15.0 20.0   4.1    12   6.9 135  994.1    MM   8.2    MM   MM   MM    MM
2022 01 18 03 40  MM 15.0 20.0   4.1    MM   6.9 135  993.9    MM   8.2    MM   MM   MM    MM
2022 01 18 03 30  MM 15.0 20.0    MM    MM    MM  MM  993.7    MM   8.2    MM   MM   MM    MM
2022 01 18 03 20  MM 15.0 20.0    MM    MM    MM  MM  993.4    MM   8.2    MM   MM   MM    MM
2022 01 18 03 10  MM 14.0 19.0    MM    MM    MM  MM  993.4    MM   8.3    MM   MM   MM    MM
2022 01 18 02 50  MM 15.0 19.0   4.2    13   7.2 136  993.1    MM   8.3    MM   MM   MM    MM
2022 01 18 02 40  MM 14.0 18.0   4.2    MM   7.2 136  993.0    MM   8.3    MM   MM   MM    MM
2022 01 18 02 30  MM 14.0 18.0    MM    MM    MM  MM  992.8    MM   8.3    MM   MM   MM    MM
2022 01 18 02 20  MM 14.0 18.0    MM    MM    MM  MM  992.8    MM   8.3    MM   MM   MM    MM
2022 01 18 02 10  MM 14.0 19.0    MM    MM    MM  MM  992.6    MM   8.3    MM   MM   MM    MM
2022 01 18 02 00  MM 15.0 19.0    MM    MM    MM  MM  992.4    MM   8.3    MM   MM   MM    MM
2022 01 18 01 50  MM 14.0 19.0   4.2    13   7.4 141  992.3    MM   8.3    MM   MM   MM    MM
2022 01 18 01 40  MM 14.0 19.0   4.2    MM   7.4 141  992.0    MM   8.3    MM   MM   MM    MM
2022 01 18 01 30  MM 15.0 19.0    MM    MM    MM  MM  991.8    MM   8.3    MM   MM   MM    MM
2022 01 18 01 20  MM 14.0 17.0    MM    MM    MM  MM  991.8    MM   8.3    MM   MM   MM    MM
2022 01 18 01 10  MM 14.0 18.0    MM    MM    MM  MM  991.5    MM   8.3    MM   MM   MM    MM
2022 01 18 01 00  MM 14.0 19.0    MM    MM    MM  MM  991.4    MM   8.3    MM   MM +2.6    MM
2022 01 18 00 50  MM 14.0 18.0   4.6    12   7.7 147  991.3    MM   8.4    MM   MM   MM    MM
2022 01 18 00 40  MM 14.0 18.0   4.6    MM   7.7 147  991.1    MM   8.4    MM   MM   MM    MM
2022 01 18 00 30  MM 14.0 18.0    MM    MM    MM  MM  990.9    MM   8.4    MM   MM   MM    MM
2022 01 18 00 20  MM 14.0 19.0    MM    MM    MM  MM  990.8    MM   8.4    MM   MM   MM    MM
2022 01 18 00 10  MM 14.0 19.0    MM    MM    MM  MM  990.8    MM   8.4    MM   MM   MM    MM
2022 01 18 00 00  MM 15.0 19.0    MM    MM    MM  MM  990.7    MM   8.4    MM   MM   MM    MM
2022 01 17 23 50  MM 15.0 18.0   4.4    12   7.5 133  990.5    MM   8.4    MM   MM   MM    MM
2022 01 17 23 40  MM 15.0 18.0   4.4    MM   7.5 133  990.4    MM   8.4    MM   MM   MM    MM
2022 01 17 23 20  MM 14.0 18.0    MM    MM    MM  MM  990.0    MM   8.4    MM   MM   MM    MM
2022 01 17 23 10  MM 14.0 19.0    MM    MM    MM  MM  990.0    MM   8.4    MM   MM   MM    MM
2022 01 17 23 00  MM 14.0 18.0    MM    MM    MM  MM  989.7    MM   8.4    MM   MM   MM    MM
2022 01 17 22 50  MM 14.0 19.0   4.3    11   7.5 121  989.6    MM    MM    MM   MM   MM    MM
2022 01 17 22 40  MM 14.0 19.0   4.3    MM   7.5 121  989.3    MM   8.4    MM   MM   MM    MM
2022 01 17 22 30  MM 13.0 17.0    MM    MM    MM  MM  989.1    MM   8.4    MM   MM   MM    MM
2022 01 17 22 20  MM 14.0 18.0    MM    MM    MM  MM  989.2    MM   8.4    MM   MM   MM    MM
2022 01 17 22 10  MM 13.0 18.0    MM    MM    MM  MM  989.2    MM   8.3    MM   MM   MM    MM
2022 01 17 22 00  MM 13.0 17.0    MM    MM    MM  MM  988.8    MM   8.3    MM   MM +2.2    MM
2022 01 17 21 50  MM 14.0 17.0   4.6    13   7.7 133  988.6    MM   8.3    MM   MM   MM    MM
2022 01 17 21 40  MM 14.0 18.0   4.6    MM   7.7 133  988.5    MM   8.4    MM   MM   MM    MM
2022 01 17 21 30  MM 14.0 17.0    MM    MM    MM  MM  988.3    MM   8.3    MM   MM   MM    MM
2022 01 17 21 20  MM 14.0 18.0    MM    MM    MM  MM  988.1    MM   8.3    MM   MM   MM    MM
2022 01 17 21 10  MM 14.0 18.0    MM    MM    MM  MM  988.0    MM   8.3    MM   MM   MM    MM
2022 01 17 21 00  MM 13.0 16.0    MM    MM    MM  MM  987.8    MM   8.3    MM   MM +2.2    MM
2022 01 17 20 50  MM 14.0 20.0   4.9    12   7.9 141  987.5    MM   8.3    MM   MM   MM    MM
2022 01 17 20 40  MM 14.0 18.0   4.9    MM   7.9 141  987.4    MM   8.3    MM   MM   MM    MM
2022 01 17 20 30  MM 14.0 19.0    MM    MM    MM  MM  987.4    MM   8.3    MM   MM   MM    MM
2022 01 17 20 20  MM 14.0 18.0    MM    MM    MM  MM  987.3    MM   8.3    MM   MM   MM    MM
2022 01 17 20 10  MM 14.0 19.0    MM    MM    MM  MM  987.2    MM   8.3    MM   MM   MM    MM
2022 01 17 20 00  MM 14.0 19.0    MM    MM    MM  MM  987.1    MM   8.3    MM   MM   MM    MM
2022 01 17 19 50  MM 14.0 19.0   5.1    12   8.1 131  987.0    MM   8.3    MM   MM   MM    MM
2022 01 17 19 40  MM 14.0 18.0   5.1    MM   8.1 131  987.1    MM   8.3    MM   MM   MM    MM
2022 01 17 19 30  MM 14.0 18.0    MM    MM    MM  MM  986.9    MM   8.3    MM   MM   MM    MM
2022 01 17 19 20  MM 14.0 19.0    MM    MM    MM  MM  986.7    MM   8.3    MM   MM   MM    MM
2022 01 17 19 10  MM 14.0 18.0    MM    MM    MM  MM  986.5    MM   8.3    MM   MM   MM    MM
2022 01 17 19 00  MM 15.0 19.0    MM    MM    MM  MM  986.6    MM   8.3    MM   MM -0.0    MM
2022 01 17 18 50  MM 15.0 19.0   5.2    13   8.0 131  986.3    MM   8.3    MM   MM   MM    MM
2022 01 17 18 40  MM 14.0 19.0   5.2    MM   8.0 131  986.2    MM   8.3    MM   MM   MM    MM
2022 01 17 18 30  MM 15.0 19.0    MM    MM    MM  MM  986.1    MM   8.3    MM   MM   MM    MM
2022 01 17 18 20  MM 15.0 20.0    MM    MM    MM  MM  986.0    MM   8.3    MM   MM   MM    MM
2022 01 17 18 10  MM 15.0 20.0    MM    MM    MM  MM  985.8    MM   8.3    MM   MM   MM    MM
2022 01 17 18 00  MM 15.0 21.0    MM    MM    MM  MM  985.6    MM   8.3    MM   MM   MM    MM
2022 01 17 17 50  MM 14.0 20.0   5.7    13   8.3 133  985.7    MM   8.3    MM   MM   MM    MM
2022 01 17 17 40  MM 14.0 18.0   5.7    MM   8.3 133  985.9    MM   8.3    MM   MM   MM    MM
2022 01 17 17 30  MM 14.0 19.0    MM    MM    MM  MM  985.9    MM   8.3    MM   MM   MM    MM
2022 01 17 17 20  MM 14.0 19.0    MM    MM    MM  MM  985.9    MM   8.3    MM   MM   MM    MM
2022 01 17 17 10  MM 14.0 18.0    MM    MM    MM  MM  986.4    MM   8.3    MM   MM   MM    MM
2022 01 17 17 00  MM 14.0 17.0    MM    MM    MM  MM  986.8    MM   8.4    MM   MM   MM    MM
2022 01 17 16 50  MM 14.0 19.0   5.6    12   8.5 129  986.0    MM   8.4    MM   MM   MM    MM
2022 01 17 16 40  MM 14.0 20.0   5.6    MM   8.5 129  986.3    MM   8.4    MM   MM   MM    MM
2022 01 17 16 30  MM 14.0 20.0    MM    MM    MM  MM  986.4    MM   8.4    MM   MM   MM    MM
2022 01 17 16 20  MM 14.0 19.0    MM    MM    MM  MM  986.5    MM   8.4    MM   MM   MM    MM
2022 01 17 16 10  MM 14.0 19.0    MM    MM    MM  MM  986.5    MM   8.4    MM   MM   MM    MM
2022 01 17 16 00  MM 14.0 19.0    MM    MM    MM  MM  986.4    MM   8.4    MM   MM -0.3    MM
2022 01 17 15 50  MM 15.0 18.0   5.2    12   8.1 134  986.7    MM   8.4    MM   MM   MM    MM
2022 01 17 15 40  MM 15.0 18.0    MM    MM    MM  MM  986.8    MM   8.5    MM   MM   MM    MM
2022 01 17 15 30  MM 14.0 19.0    MM    MM    MM  MM  986.5    MM   8.5    MM   MM   MM    MM
2022 01 17 15 20  MM 13.0 18.0    MM    MM    MM  MM  986.6    MM   8.5    MM   MM   MM    MM
2022 01 17 15 10  MM 12.0 16.0    MM    MM    MM  MM  986.6    MM   8.5    MM   MM   MM    MM
2022 01 17 15 00  MM 12.0 17.0    MM    MM    MM  MM  986.5    MM   8.5    MM   MM   MM    MM
2022 01 17 14 50  MM 13.0 17.0   5.5    11   8.2 109  986.7    MM   8.5    MM   MM   MM    MM
2022 01 17 14 40  MM 14.0 18.0   5.5    MM   8.2 109  986.8    MM   8.6    MM   MM   MM    MM
2022 01 17 14 30  MM 15.0 20.0    MM    MM    MM  MM  986.6    MM   8.6    MM   MM   MM    MM
2022 01 17 14 20  MM 15.0 19.0    MM    MM    MM  MM  986.5    MM   8.6    MM   MM   MM    MM
2022 01 17 14 10  MM 15.0 20.0    MM    MM    MM  MM  986.4    MM   8.6    MM   MM   MM    MM
2022 01 17 14 00  MM 15.0 21.0    MM    MM    MM  MM  986.6    MM   8.6    MM   MM   MM    MM
2022 01 17 13 50  MM 16.0 21.0   5.0    11   7.9 124  986.7    MM   8.6    MM   MM   MM    MM
2022 01 17 13 40  MM 14.0 20.0    MM    MM    MM  MM  986.7    MM   8.6    MM   MM   MM    MM
2022 01 17 13 30  MM 13.0 17.0    MM    MM    MM  MM  986.7    MM   8.6    MM   MM   MM    MM
2022 01 17 13 20  MM 15.0 19.0    MM    MM    MM  MM  986.8    MM   8.7    MM   MM   MM    MM
2022 01 17 13 10  MM 13.0 17.0    MM    MM    MM  MM  986.7    MM   8.7    MM   MM   MM    MM
2022 01 17 13 00  MM 14.0 18.0    MM    MM    MM  MM  986.7    MM   8.7    MM   MM   MM    MM
2022 01 17 12 50  MM 11.0 15.0   4.8    11   7.8 120  986.8    MM   8.7    MM   MM   MM    MM
2022 01 17 12 40  MM 13.0 17.0   4.8    MM   7.8 120  986.7    MM   8.7    MM   MM   MM    MM
2022 01 17 12 30  MM 12.0 16.0    MM    MM    MM  MM  986.6    MM   8.7    MM   MM   MM    MM
2022 01 17 12 20  MM 12.0 16.0    MM    MM    MM  MM  986.9    MM   8.6    MM   MM   MM    MM
2022 01 17 12 10  MM  9.0 12.0    MM    MM    MM  MM  986.6    MM   8.6    MM   MM   MM    MM
2022 01 17 12 00  MM  8.0 10.0    MM    MM    MM  MM  986.7    MM   8.6    MM   MM   MM    MM
2022 01 17 11 50  MM  9.0 12.0   4.6    10   7.7 118  986.5    MM   8.6    MM   MM   MM    MM
2022 01 17 11 40  MM  9.0 12.0   4.6    MM   7.7 118  986.5    MM   8.6    MM   MM   MM    MM
2022 01 17 11 30  MM 10.0 13.0    MM    MM    MM  MM  986.9    MM   8.6    MM   MM   MM    MM
2022 01 17 11 20  MM 10.0 15.0    MM    MM    MM  MM  986.8    MM   8.6    MM   MM   MM    MM
2022 01 17 11 10  MM 11.0 15.0    MM    MM    MM  MM  987.2    MM   8.6    MM   MM   MM    MM
2022 01 17 11 00  MM 10.0 13.0    MM    MM    MM  MM  986.8    MM   8.6    MM   MM -5.3    MM
2022 01 17 10 50  MM 10.0 14.0   4.2    10   7.1 123  987.0    MM   8.6    MM   MM   MM    MM
2022 01 17 10 40  MM 10.0 13.0   4.2    MM   7.1 123  987.2    MM   8.6    MM   MM   MM    MM
2022 01 17 10 30  MM 10.0 12.0    MM    MM    MM  MM  987.1    MM   8.6    MM   MM   MM    MM
2022 01 17 10 20  MM  9.0 12.0    MM    MM    MM  MM  987.2    MM   8.6    MM   MM   MM    MM
2022 01 17 10 10  MM  9.0 11.0    MM    MM    MM  MM  987.6    MM   8.6    MM   MM   MM    MM
2022 01 17 10 00  MM  9.0 12.0    MM    MM    MM  MM  987.5    MM   8.5    MM   MM   MM    MM
2022 01 17 09 50  MM  8.0 11.0   4.6    10   7.5 114  987.6    MM   8.5    MM   MM   MM    MM
2022 01 17 09 40  MM  9.0 14.0    MM    MM    MM  MM  987.5    MM   8.5    MM   MM   MM    MM
2022 01 17 09 30  MM  4.0  8.0    MM    MM    MM  MM  987.9    MM   8.5    MM   MM   MM    MM
2022 01 17 09 20  MM  6.0  9.0    MM    MM    MM  MM  987.5    MM   8.5    MM   MM   MM    MM
2022 01 17 09 10  MM  7.0  9.0    MM    MM    MM  MM  987.4    MM   8.5    MM   MM   MM    MM
2022 01 17 09 00  MM  7.0 10.0    MM    MM    MM  MM  987.5    MM   8.5    MM   MM   MM    MM
2022 01 17 08 50  MM  9.0 13.0   4.9    10   7.4 128  990.5    MM   8.5    MM   MM   MM    MM
2022 01 17 08 40  MM  9.0 12.0    MM    MM    MM  MM  991.3    MM   8.5    MM   MM   MM    MM
2022 01 17 08 30  MM  9.0 12.0    MM    MM    MM  MM  991.0    MM   8.5    MM   MM   MM    MM
2022 01 17 08 20  MM 10.0 14.0    MM    MM    MM  MM  991.2    MM   8.5    MM   MM   MM    MM
2022 01 17 08 10  MM 11.0 16.0    MM    MM    MM  MM  991.9    MM   8.5    MM   MM   MM    MM
2022 01 17 08 00  MM 14.0 18.0    MM    MM    MM  MM  992.1    MM   8.5    MM   MM   MM    MM
2022 01 17 07 50  MM 15.0 20.0   5.0     9   7.4 101  991.5    MM   8.5    MM   MM   MM    MM
2022 01 17 07 40  MM 16.0 20.0   5.0    MM   7.4 101  990.8    MM    MM    MM   MM   MM    MM
2022 01 17 07 30  MM 16.0 20.0    MM    MM    MM  MM  991.8    MM   8.4    MM   MM   MM    MM
2022 01 17 07 20  MM 16.0 21.0    MM    MM    MM  MM  992.4    MM   8.4    MM   MM   MM    MM
2022 01 17 07 10  MM 17.0 22.0    MM    MM    MM  MM  993.7    MM   8.4    MM   MM   MM    MM
2022 01 17 07 00  MM 17.0 21.0    MM    MM    MM  MM  993.9    MM   8.4    MM   MM   MM    MM
2022 01 17 06 50  MM 16.0 22.0   4.7     9   7.0 115  994.3    MM   8.4    MM   MM   MM    MM
2022 01 17 06 40  MM 17.0 23.0   4.7    MM   7.0 115  995.0    MM   8.3    MM   MM   MM    MM
2022 01 17 06 30  MM 17.0 22.0    MM    MM    MM  MM  995.6    MM   8.3    MM   MM   MM    MM
2022 01 17 06 20  MM 17.0 23.0    MM    MM    MM  MM  996.1    MM   8.3    MM   MM   MM    MM
2022 01 17 06 10  MM 17.0 23.0    MM    MM    MM  MM  996.8    MM   8.3    MM   MM   MM    MM
2022 01 17 06 00  MM 17.0 23.0    MM    MM    MM  MM  997.4    MM   8.3    MM   MM   MM    MM
2022 01 17 05 50  MM 17.0 21.0   4.5     8   6.9 108  998.2    MM   8.3    MM   MM   MM    MM
2022 01 17 05 40  MM 17.0 21.0   4.5    MM   6.9 108  999.3    MM   8.3    MM   MM   MM    MM
2022 01 17 05 30  MM 17.0 22.0    MM    MM    MM  MM  999.8    MM   8.3    MM   MM   MM    MM
2022 01 17 05 20  MM 17.0 22.0    MM    MM    MM  MM 1000.4    MM   8.3    MM   MM   MM    MM
2022 01 17 05 10  MM 17.0 22.0    MM    MM    MM  MM 1001.1    MM   8.3    MM   MM   MM    MM
2022 01 17 05 00  MM 16.0 22.0    MM    MM    MM  MM 1001.8    MM   8.3    MM   MM   MM    MM
2022 01 17 04 50  MM 17.0 21.0   4.1     8   6.7 119 1002.9    MM   8.3    MM   MM   MM    MM
2022 01 17 04 40  MM 17.0 21.0    MM    MM    MM  MM 1003.5    MM    MM    MM   MM   MM    MM
2022 01 17 04 30  MM 16.0 21.0    MM    MM    MM  MM 1004.1    MM   8.3    MM   MM   MM    MM
2022 01 17 04 20  MM 16.0 21.0    MM    MM    MM  MM 1004.8    MM   8.3    MM   MM   MM    MM
2022 01 17 04 10  MM 15.0 20.0    MM    MM    MM  MM 1005.4    MM   8.3    MM   MM   MM    MM
2022 01 17 04 00  MM 16.0 21.0    MM    MM    MM  MM 1005.7    MM   8.3    MM   MM -8.1    MM
2022 01 17 03 50  MM 16.0 21.0   3.8     8   6.4 110 1006.3    MM   8.3    MM   MM   MM    MM
2022 01 17 03 40  MM 16.0 21.0   3.8    MM   6.4 110 1006.9    MM   8.3    MM   MM   MM    MM
2022 01 17 03 30  MM 16.0 21.0    MM    MM    MM  MM 1007.5    MM   8.3    MM   MM   MM    MM
2022 01 17 03 20  MM 16.0 20.0    MM    MM    MM  MM 1007.8    MM   8.3    MM   MM   MM    MM
2022 01 17 03 10  MM 14.0 18.0    MM    MM    MM  MM 1008.5    MM   8.3    MM   MM   MM    MM
2022 01 17 03 00  MM 15.0 20.0    MM    MM    MM  MM 1008.7    MM   8.3    MM   MM   MM    MM
2022 01 17 02 50  MM 15.0 20.0   3.5     7   6.1 117 1009.4    MM   8.3    MM   MM   MM    MM
2022 01 17 02 40  MM 14.0 19.0   3.5    MM   6.1 117 1010.3    MM   8.3    MM   MM   MM    MM
2022 01 17 02 30  MM 15.0 20.0    MM    MM    MM  MM 1010.7    MM   8.3    MM   MM   MM    MM
2022 01 17 02 20  MM 15.0 20.0    MM    MM    MM  MM 1010.7    MM   8.3    MM   MM   MM    MM
2022 01 17 02 10  MM 15.0 20.0    MM    MM    MM  MM 1011.0    MM   8.3    MM   MM   MM    MM
2022 01 17 02 00  MM 15.0 19.0    MM    MM    MM  MM 1011.8    MM   8.3    MM   MM -5.9    MM
2022 01 17 01 50  MM 15.0 18.0   2.9     7   5.6 115 1011.8    MM   8.3    MM   MM   MM    MM
2022 01 17 01 40  MM 15.0 18.0   2.9    MM   5.6 115 1012.1    MM   8.3    MM   MM   MM    MM
2022 01 17 01 30  MM 15.0 19.0    MM    MM    MM  MM 1012.6    MM   8.3    MM   MM   MM    MM
2022 01 17 01 20  MM 15.0 18.0    MM    MM    MM  MM 1013.2    MM   8.3    MM   MM   MM    MM
2022 01 17 01 10  MM 14.0 19.0    MM    MM    MM  MM 1013.6    MM   8.3    MM   MM   MM    MM
2022 01 17 01 00  MM 14.0 18.0    MM    MM    MM  MM 1013.8    MM   8.3    MM   MM   MM    MM
2022 01 17 00 50  MM 14.0 18.0   2.6     6   5.3 112 1014.1    MM   8.3    MM   MM   MM    MM
2022 01 17 00 40  MM 14.0 18.0   2.6    MM   5.3 112 1014.5    MM   8.3    MM   MM   MM    MM
2022 01 17 00 30  MM 14.0 18.0    MM    MM    MM  MM 1015.0    MM   8.3    MM   MM   MM    MM
2022 01 17 00 20  MM 13.0 17.0    MM    MM    MM  MM 1015.6    MM   8.3    MM   MM   MM    MM
2022 01 17 00 10  MM 13.0 17.0    MM    MM    MM  MM 1016.0    MM   8.3    MM   MM   MM    MM
2022 01 17 00 00  MM 13.0 16.0    MM    MM    MM  MM 1016.2    MM   8.3    MM   MM -3.6    MM
2022 01 16 23 50  MM 13.0 16.0   2.0     6   5.0 114 1016.4    MM   8.3    MM   MM   MM    MM
2022 01 16 23 40  MM 12.0 16.0    MM    MM    MM  MM 1016.6    MM   8.3    MM   MM   MM    MM
2022 01 16 23 20  MM 12.0 15.0    MM    MM    MM  MM 1017.1    MM   8.3    MM   MM   MM    MM
2022 01 16 23 10  MM 13.0 15.0    MM    MM    MM  MM 1017.4    MM   8.3    MM   MM   MM    MM
2022 01 16 23 00  MM 12.0 15.0    MM    MM    MM  MM 1017.7    MM   8.3    MM   MM   MM    MM
2022 01 16 22 50  MM 11.0 14.0   1.8     5   4.5 106 1017.8    MM   8.3    MM   MM   MM    MM
2022 01 16 22 40  MM 11.0 14.0   1.8    MM   4.5 106 1018.3    MM   8.3    MM   MM   MM    MM
2022 01 16 22 30  MM 11.0 15.0    MM    MM    MM  MM 1018.5    MM   8.3    MM   MM   MM    MM
2022 01 16 22 20  MM 11.0 14.0    MM    MM    MM  MM 1018.4    MM   8.3    MM   MM   MM    MM
2022 01 16 22 10  MM 12.0 15.0    MM    MM    MM  MM 1018.7    MM   8.3    MM   MM   MM    MM
2022 01 16 22 00  MM 11.0 16.0    MM    MM    MM  MM 1018.8    MM   8.3    MM   MM   MM    MM
2022 01 16 21 50  MM 11.0 14.0   1.5     5   4.5 109 1019.0    MM   8.3    MM   MM   MM    MM
2022 01 16 21 40  MM 11.0 14.0   1.5    MM   4.5 109 1019.0    MM   8.3    MM   MM   MM    MM
2022 01 16 21 30  MM 11.0 14.0    MM    MM    MM  MM 1019.0    MM   8.3    MM   MM   MM    MM
2022 01 16 21 20  MM 11.0 14.0    MM    MM    MM  MM 1019.1    MM   8.3    MM   MM   MM    MM
2022 01 16 21 10  MM 11.0 14.0    MM    MM    MM  MM 1019.4    MM   8.3    MM   MM   MM    MM
2022 01 16 21 00  MM 10.0 13.0    MM    MM    MM  MM 1019.8    MM   8.3    MM   MM   MM    MM
2022 01 16 20 50  MM 10.0 12.0   1.3     4   4.2 106 1020.2    MM   8.3    MM   MM   MM    MM
2022 01 16 20 40  MM 10.0 12.0   1.3    MM   4.2 106 1020.5    MM   8.3    MM   MM   MM    MM
2022 01 16 20 30  MM  9.0 12.0    MM    MM    MM  MM 1020.7    MM   8.3    MM   MM   MM    MM
2022 01 16 20 20  MM  9.0 11.0    MM    MM    MM  MM 1021.2    MM   8.2    MM   MM   MM    MM
2022 01 16 20 10  MM  8.0 10.0    MM    MM    MM  MM 1021.5    MM   8.2    MM   MM   MM    MM
2022 01 16 20 00  MM  9.0 12.0    MM    MM    MM  MM 1021.7    MM   8.2    MM   MM   MM    MM
2022 01 16 19 50  MM  8.0 11.0   1.2    11   4.2 132 1022.1    MM   8.2    MM   MM   MM    MM
2022 01 16 19 40  MM  9.0 11.0   1.2    MM   4.2 132 1022.3    MM   8.2    MM   MM   MM    MM
2022 01 16 19 30  MM  9.0 12.0    MM    MM    MM  MM 1022.1    MM   8.2    MM   MM   MM    MM
2022 01 16 19 20  MM  8.0 11.0    MM    MM    MM  MM 1022.3    MM   8.2    MM   MM   MM    MM
2022 01 16 19 10  MM  8.0 11.0    MM    MM    MM  MM 1022.6    MM   8.2    MM   MM   MM    MM
2022 01 16 19 00  MM  8.0 11.0    MM    MM    MM  MM 1023.1    MM   8.2    MM   MM -3.7    MM
2022 01 16 18 50  MM  8.0 10.0   1.2    12   4.5 123 1023.3    MM   8.2    MM   MM   MM    MM
2022 01 16 18 40  MM  7.0 10.0   1.2    MM   4.5 123 1023.4    MM   8.2    MM   MM   MM    MM
2022 01 16 18 30  MM  7.0 10.0    MM    MM    MM  MM 1023.7    MM   8.2    MM   MM   MM    MM
2022 01 16 18 20  MM  7.0 12.0    MM    MM    MM  MM 1023.9    MM   8.2    MM   MM   MM    MM
2022 01 16 18 10  MM  8.0 10.0    MM    MM    MM  MM 1024.2    MM   8.2    MM   MM   MM    MM
2022 01 16 18 00  MM  7.0 10.0    MM    MM    MM  MM 1024.3    MM   8.2    MM   MM -3.9    MM
2022 01 16 17 50  MM  7.0  9.0   1.0    13   4.8  96 1024.6    MM   8.2    MM   MM   MM    MM
2022 01 16 17 40  MM  7.0  9.0   1.0    MM   4.8  96 1024.8    MM   8.2    MM   MM   MM    MM
2022 01 16 17 30  MM  7.0  9.0    MM    MM    MM  MM 1024.9    MM   8.2    MM   MM   MM    MM
2022 01 16 17 20  MM  6.0  9.0    MM    MM    MM  MM 1024.9    MM   8.2    MM   MM   MM    MM
2022 01 16 17 10  MM  7.0  9.0    MM    MM    MM  MM 1025.3    MM   8.2    MM   MM   MM    MM
2022 01 16 17 00  MM  7.0  9.0    MM    MM    MM  MM 1025.8    MM   8.2    MM   MM   MM    MM
2022 01 16 16 50  MM  6.0  9.0   1.0    13   4.7  91 1026.0    MM   8.2    MM   MM   MM    MM
2022 01 16 16 40  MM  6.0  9.0   1.0    MM   4.7  91 1026.1    MM   8.2    MM   MM   MM    MM
2022 01 16 16 30  MM  6.0  9.0    MM    MM    MM  MM 1026.2    MM   8.2    MM   MM   MM    MM
2022 01 16 16 20  MM  6.0  9.0    MM    MM    MM  MM 1026.6    MM   8.2    MM   MM   MM    MM
