#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2022 01 20 00 50  MM 11.0 13.0   2.5     7   5.5 206 1015.3    MM   8.0    MM   MM   MM    MM
2022 01 20 00 40  MM 11.0 13.0   2.5    MM   5.5 206 1015.3    MM   8.0    MM   MM   MM    MM
2022 01 20 00 30  MM 11.0 13.0    MM    MM    MM  MM 1015.3    MM   8.0    MM   MM   MM    MM
2022 01 20 00 20  MM 11.0 14.0    MM    MM    MM  MM 1015.2    MM   8.0    MM   MM   MM    MM
2022 01 20 00 10  MM 11.0 14.0    MM    MM    MM  MM 1015.3    MM   8.0    MM   MM   MM    MM
2022 01 20 00 00  MM 11.0 13.0    MM    MM    MM  MM 1015.3    MM   8.0    MM   MM   MM    MM
2022 01 19 23 50  MM 11.0 14.0   2.7     8   5.7 202 1015.2    MM   8.0    MM   MM   MM    MM
2022 01 19 23 40  MM 11.0 14.0   2.7    MM   5.7 202 1015.1    MM   8.0    MM   MM   MM    MM
2022 01 19 23 30  MM 11.0 14.0    MM    MM    MM  MM 1015.0    MM   8.0    MM   MM   MM    MM
2022 01 19 23 20  MM 12.0 15.0    MM    MM    MM  MM 1014.9    MM   8.0    MM   MM   MM    MM
2022 01 19 23 10  MM 12.0 15.0    MM    MM    MM  MM 1014.8    MM   8.0    MM   MM   MM    MM
2022 01 19 23 00  MM 12.0 15.0    MM    MM    MM  MM 1014.8    MM   8.0    MM   MM +0.0    MM
2022 01 19 22 50  MM 12.0 15.0   2.7     8   5.8 210 1014.8    MM   8.0    MM   MM   MM    MM
2022 01 19 22 40  MM 11.0 15.0   2.7    MM   5.8 210 1014.8    MM   8.0    MM   MM   MM    MM
2022 01 19 22 30  MM 11.0 14.0    MM    MM    MM  MM 1014.7    MM   8.0    MM   MM   MM    MM
2022 01 19 22 20  MM 12.0 15.0    MM    MM    MM  MM 1014.8    MM   8.0    MM   MM   MM    MM
2022 01 19 22 10  MM 12.0 15.0    MM    MM    MM  MM 1014.7    MM   8.0    MM   MM   MM    MM
2022 01 19 22 00  MM 12.0 15.0    MM    MM    MM  MM 1014.7    MM   8.0    MM   MM -0.6    MM
2022 01 19 21 50  MM 12.0 16.0   3.0     7   5.8 209 1014.6    MM   8.0    MM   MM   MM    MM
2022 01 19 21 40  MM 12.0 15.0   3.0    MM   5.8 209 1014.8    MM   8.0    MM   MM   MM    MM
2022 01 19 21 30  MM 12.0 15.0    MM    MM    MM  MM 1014.8    MM   8.0    MM   MM   MM    MM
2022 01 19 21 20  MM 13.0 16.0    MM    MM    MM  MM 1014.8    MM   8.0    MM   MM   MM    MM
2022 01 19 21 10  MM 12.0 16.0    MM    MM    MM  MM 1014.8    MM   8.0    MM   MM   MM    MM
2022 01 19 21 00  MM 13.0 17.0    MM    MM    MM  MM 1014.8    MM   8.0    MM   MM -1.3    MM
2022 01 19 20 50  MM 13.0 17.0   3.0     8   5.8 209 1015.0    MM   8.0    MM   MM   MM    MM
2022 01 19 20 40  MM 13.0 17.0   3.0    MM   5.8 209 1014.9    MM   8.0    MM   MM   MM    MM
2022 01 19 20 30  MM 13.0 16.0    MM    MM    MM  MM 1014.9    MM   8.0    MM   MM   MM    MM
2022 01 19 20 20  MM 13.0 17.0    MM    MM    MM  MM 1014.9    MM   8.0    MM   MM   MM    MM
2022 01 19 20 10  MM 14.0 18.0    MM    MM    MM  MM 1015.0    MM   8.0    MM   MM   MM    MM
2022 01 19 20 00  MM 14.0 17.0    MM    MM    MM  MM 1015.0    MM   8.0    MM   MM   MM    MM
2022 01 19 19 50  MM 14.0 18.0   3.0     7   5.8 218 1015.0    MM   8.0    MM   MM   MM    MM
2022 01 19 19 40  MM 14.0 18.0   3.0    MM   5.8 218 1015.0    MM   8.0    MM   MM   MM    MM
2022 01 19 19 30  MM 15.0 19.0    MM    MM    MM  MM 1015.2    MM   8.0    MM   MM   MM    MM
2022 01 19 19 20  MM 14.0 19.0    MM    MM    MM  MM 1015.3    MM   8.0    MM   MM   MM    MM
2022 01 19 19 10  MM 14.0 18.0    MM    MM    MM  MM 1015.4    MM   8.0    MM   MM   MM    MM
2022 01 19 19 00  MM 14.0 18.0    MM    MM    MM  MM 1015.3    MM   8.0    MM   MM   MM    MM
2022 01 19 18 50  MM 14.0 19.0   3.0     7   5.6 217 1015.4    MM   7.9    MM   MM   MM    MM
2022 01 19 18 40  MM 15.0 18.0   3.0    MM   5.6 217 1015.4    MM   8.0    MM   MM   MM    MM
2022 01 19 18 30  MM 14.0 18.0    MM    MM    MM  MM 1015.5    MM   7.9    MM   MM   MM    MM
2022 01 19 18 20  MM 14.0 19.0    MM    MM    MM  MM 1015.8    MM   8.0    MM   MM   MM    MM
2022 01 19 18 10  MM 14.0 19.0    MM    MM    MM  MM 1015.9    MM   7.9    MM   MM   MM    MM
2022 01 19 18 00  MM 14.0 17.0    MM    MM    MM  MM 1016.1    MM   7.9    MM   MM -4.2    MM
2022 01 19 17 50  MM 15.0 19.0   2.5     7   5.3 223 1016.2    MM   7.9    MM   MM   MM    MM
2022 01 19 17 40  MM 14.0 18.0   2.5    MM   5.3 223 1016.4    MM   7.9    MM   MM   MM    MM
2022 01 19 17 30  MM 14.0 18.0    MM    MM    MM  MM 1016.6    MM   7.9    MM   MM   MM    MM
2022 01 19 17 20  MM 14.0 18.0    MM    MM    MM  MM 1016.8    MM   7.9    MM   MM   MM    MM
2022 01 19 17 10  MM 14.0 18.0    MM    MM    MM  MM 1017.0    MM   7.9    MM   MM   MM    MM
2022 01 19 17 00  MM 14.0 18.0    MM    MM    MM  MM 1017.3    MM   7.9    MM   MM -3.1    MM
2022 01 19 16 50  MM 14.0 17.0   2.4     7   5.2 218 1017.4    MM   7.9    MM   MM   MM    MM
2022 01 19 16 40  MM 14.0 18.0   2.4    MM   5.2 218 1017.8    MM   7.9    MM   MM   MM    MM
2022 01 19 16 30  MM 14.0 17.0    MM    MM    MM  MM 1018.0    MM   7.9    MM   MM   MM    MM
2022 01 19 16 20  MM 14.0 17.0    MM    MM    MM  MM 1018.3    MM   7.9    MM   MM   MM    MM
2022 01 19 16 10  MM 14.0 17.0    MM    MM    MM  MM 1018.5    MM   7.9    MM   MM   MM    MM
2022 01 19 16 00  MM 13.0 17.0    MM    MM    MM  MM 1018.9    MM   7.9    MM   MM -2.4    MM
2022 01 19 15 50  MM 13.0 17.0   2.2     6   5.0 214 1019.2    MM   7.9    MM   MM   MM    MM
2022 01 19 15 40  MM 13.0 17.0   2.2    MM   5.0 214 1019.5    MM   7.9    MM   MM   MM    MM
2022 01 19 15 30  MM 13.0 16.0    MM    MM    MM  MM 1019.7    MM   7.9    MM   MM   MM    MM
2022 01 19 15 20  MM 12.0 16.0    MM    MM    MM  MM 1019.8    MM   7.9    MM   MM   MM    MM
2022 01 19 15 10  MM 13.0 16.0    MM    MM    MM  MM 1020.2    MM   7.9    MM   MM   MM    MM
2022 01 19 15 00  MM 13.0 16.0    MM    MM    MM  MM 1020.3    MM   7.9    MM   MM   MM    MM
2022 01 19 14 50  MM 12.0 16.0   1.8     5   4.5 214 1020.4    MM   7.9    MM   MM   MM    MM
2022 01 19 14 40  MM 13.0 15.0   1.8    MM   4.5 214 1020.5    MM   7.9    MM   MM   MM    MM
2022 01 19 14 30  MM 12.0 15.0    MM    MM    MM  MM 1020.6    MM   7.9    MM   MM   MM    MM
2022 01 19 14 20  MM 12.0 15.0    MM    MM    MM  MM 1020.5    MM   7.9    MM   MM   MM    MM
2022 01 19 14 10  MM 12.0 15.0    MM    MM    MM  MM 1020.7    MM   7.9    MM   MM   MM    MM
2022 01 19 14 00  MM 12.0 15.0    MM    MM    MM  MM 1020.4    MM   7.9    MM   MM   MM    MM
2022 01 19 13 50  MM 13.0 15.0   1.6     5   4.4 209 1020.0    MM   7.9    MM   MM   MM    MM
2022 01 19 13 40  MM 12.0 15.0   1.6    MM   4.4 209 1020.1    MM   7.9    MM   MM   MM    MM
2022 01 19 13 30  MM 12.0 14.0    MM    MM    MM  MM 1020.3    MM   7.9    MM   MM   MM    MM
2022 01 19 13 20  MM 12.0 14.0    MM    MM    MM  MM 1020.5    MM   7.9    MM   MM   MM    MM
2022 01 19 13 10  MM 10.0 13.0    MM    MM    MM  MM 1020.8    MM   7.9    MM   MM   MM    MM
2022 01 19 13 00  MM 11.0 14.0    MM    MM    MM  MM 1021.3    MM   7.9    MM   MM   MM    MM
2022 01 19 12 50  MM 11.0 13.0   1.2     4   4.0 211 1020.8    MM   7.9    MM   MM   MM    MM
2022 01 19 12 40  MM 10.0 13.0   1.2    MM   4.0 211 1020.9    MM   7.9    MM   MM   MM    MM
2022 01 19 12 30  MM 10.0 13.0    MM    MM    MM  MM 1020.8    MM   7.9    MM   MM   MM    MM
2022 01 19 12 20  MM 10.0 12.0    MM    MM    MM  MM 1020.7    MM    MM    MM   MM   MM    MM
2022 01 19 12 10  MM 10.0 13.0    MM    MM    MM  MM 1020.8    MM   7.9    MM   MM   MM    MM
2022 01 19 12 00  MM 10.0 12.0    MM    MM    MM  MM 1020.9    MM   7.9    MM   MM   MM    MM
2022 01 19 11 50  MM  9.0 12.0   1.0    11   4.0 116 1021.0    MM   7.9    MM   MM   MM    MM
2022 01 19 11 40  MM  8.0 11.0   1.0    MM   4.0 116 1021.2    MM   7.9    MM   MM   MM    MM
2022 01 19 11 30  MM  8.0 11.0    MM    MM    MM  MM 1021.3    MM   7.9    MM   MM   MM    MM
2022 01 19 11 20  MM  9.0 11.0    MM    MM    MM  MM 1021.3    MM   7.9    MM   MM   MM    MM
2022 01 19 11 10  MM  8.0 11.0    MM    MM    MM  MM 1021.4    MM   7.9    MM   MM   MM    MM
2022 01 19 11 00  MM  8.0 10.0    MM    MM    MM  MM 1021.4    MM   7.9    MM   MM -0.4    MM
2022 01 19 10 50  MM  8.0 10.0   0.9    11   3.9  54 1021.4    MM   7.9    MM   MM   MM    MM
2022 01 19 10 40  MM  7.0 10.0    MM    MM    MM  MM 1021.4    MM   7.9    MM   MM   MM    MM
2022 01 19 10 30  MM  7.0  9.0    MM    MM    MM  MM 1021.3    MM   7.9    MM   MM   MM    MM
2022 01 19 10 20  MM  7.0  9.0    MM    MM    MM  MM 1021.4    MM   7.9    MM   MM   MM    MM
2022 01 19 10 10  MM  7.0  9.0    MM    MM    MM  MM 1021.5    MM   7.9    MM   MM   MM    MM
2022 01 19 10 00  MM  6.0  8.0    MM    MM    MM  MM 1021.5    MM   7.9    MM   MM   MM    MM
2022 01 19 09 50  MM  6.0  8.0   0.9    11   4.4 104 1021.2    MM   7.9    MM   MM   MM    MM
2022 01 19 09 40  MM  6.0  7.0   0.9    MM   4.4 104 1021.4    MM   7.9    MM   MM   MM    MM
2022 01 19 09 30  MM  6.0  8.0    MM    MM    MM  MM 1021.5    MM   7.9    MM   MM   MM    MM
2022 01 19 09 20  MM  7.0 10.0    MM    MM    MM  MM 1021.6    MM   7.9    MM   MM   MM    MM
2022 01 19 09 10  MM  7.0  9.0    MM    MM    MM  MM 1021.7    MM   7.9    MM   MM   MM    MM
2022 01 19 09 00  MM  6.0  9.0    MM    MM    MM  MM 1021.8    MM   7.9    MM   MM   MM    MM
2022 01 19 08 50  MM  7.0  9.0   0.8    12   4.3 105 1021.8    MM   7.9    MM   MM   MM    MM
2022 01 19 08 40  MM  6.0  8.0   0.8    MM   4.3 105 1021.8    MM   7.9    MM   MM   MM    MM
2022 01 19 08 30  MM  6.0  8.0    MM    MM    MM  MM 1021.7    MM    MM    MM   MM   MM    MM
2022 01 19 08 20  MM  5.0  7.0    MM    MM    MM  MM 1021.8    MM   7.9    MM   MM   MM    MM
2022 01 19 08 10  MM  5.0  7.0    MM    MM    MM  MM 1021.9    MM   7.9    MM   MM   MM    MM
2022 01 19 08 00  MM  5.0  8.0    MM    MM    MM  MM 1021.8    MM   7.9    MM   MM   MM    MM
2022 01 19 07 50  MM  5.0  7.0   0.8    11   5.2 129 1021.9    MM   7.9    MM   MM   MM    MM
2022 01 19 07 40  MM  5.0  7.0   0.8    MM   5.2 129 1021.9    MM   7.9    MM   MM   MM    MM
2022 01 19 07 30  MM  5.0  7.0    MM    MM    MM  MM 1021.8    MM   7.9    MM   MM   MM    MM
2022 01 19 07 20  MM  2.0  3.0    MM    MM    MM  MM 1022.0    MM   7.9    MM   MM   MM    MM
2022 01 19 07 10  MM  3.0  4.0    MM    MM    MM  MM 1021.9    MM   7.9    MM   MM   MM    MM
2022 01 19 07 00  MM  2.0  4.0    MM    MM    MM  MM 1021.8    MM   7.9    MM   MM   MM    MM
2022 01 19 06 50  MM  3.0  4.0   0.8    11   4.8 136 1021.8    MM   7.9    MM   MM   MM    MM
2022 01 19 06 40  MM  3.0  4.0   0.8    MM   4.8 136 1021.8    MM   7.9    MM   MM   MM    MM
2022 01 19 06 30  MM  3.0  4.0    MM    MM    MM  MM 1021.7    MM   7.9    MM   MM   MM    MM
2022 01 19 06 20  MM  3.0  5.0    MM    MM    MM  MM 1021.8    MM   7.9    MM   MM   MM    MM
2022 01 19 06 10  MM  4.0  6.0    MM    MM    MM  MM 1021.8    MM   7.9    MM   MM   MM    MM
2022 01 19 06 00  MM  3.0  5.0    MM    MM    MM  MM 1021.9    MM   7.9    MM   MM   MM    MM
2022 01 19 05 50  MM  4.0  6.0   0.9    11   4.8 155 1021.9    MM   7.9    MM   MM   MM    MM
2022 01 19 05 40  MM  4.0  6.0   0.9    MM   4.8 155 1021.7    MM   7.9    MM   MM   MM    MM
2022 01 19 05 30  MM  4.0  6.0    MM    MM    MM  MM 1021.9    MM   7.9    MM   MM   MM    MM
2022 01 19 05 20  MM  4.0  6.0    MM    MM    MM  MM 1022.1    MM   7.9    MM   MM   MM    MM
2022 01 19 05 10  MM  4.0  6.0    MM    MM    MM  MM 1021.8    MM   7.9    MM   MM   MM    MM
2022 01 19 04 50  MM  5.0  7.0   1.0    12   4.4 118 1021.3    MM   7.9    MM   MM   MM    MM
2022 01 19 04 40  MM  5.0  7.0    MM    MM    MM  MM 1021.6    MM   7.9    MM   MM   MM    MM
2022 01 19 04 30  MM  5.0  8.0    MM    MM    MM  MM 1021.5    MM   7.9    MM   MM   MM    MM
2022 01 19 04 20  MM  6.0  7.0    MM    MM    MM  MM 1021.5    MM   7.9    MM   MM   MM    MM
2022 01 19 04 10  MM  6.0  8.0    MM    MM    MM  MM 1021.4    MM   7.8    MM   MM   MM    MM
2022 01 19 04 00  MM  6.0  8.0    MM    MM    MM  MM 1021.6    MM   7.8    MM   MM   MM    MM
2022 01 19 03 50  MM  6.0  8.0   1.1    11   4.4 122 1021.6    MM   7.9    MM   MM   MM    MM
2022 01 19 03 40  MM  6.0  8.0    MM    MM    MM  MM 1021.6    MM   7.9    MM   MM   MM    MM
2022 01 19 03 30  MM  6.0  8.0    MM    MM    MM  MM 1021.5    MM   7.8    MM   MM   MM    MM
2022 01 19 03 20  MM  6.0  7.0    MM    MM    MM  MM 1021.2    MM   7.8    MM   MM   MM    MM
2022 01 19 03 10  MM  6.0  8.0    MM    MM    MM  MM 1021.2    MM   7.8    MM   MM   MM    MM
2022 01 19 03 00  MM  6.0  8.0    MM    MM    MM  MM 1021.0    MM   7.8    MM   MM   MM    MM
2022 01 19 02 50  MM  7.0  9.0   1.2     5   4.4 279 1021.1    MM   7.8    MM   MM   MM    MM
2022 01 19 02 40  MM  6.0  9.0   1.2    MM   4.4 279 1020.9    MM   7.8    MM   MM   MM    MM
2022 01 19 02 30  MM  7.0  8.0    MM    MM    MM  MM 1020.8    MM   7.8    MM   MM   MM    MM
2022 01 19 02 20  MM  7.0  9.0    MM    MM    MM  MM 1020.7    MM   7.8    MM   MM   MM    MM
2022 01 19 02 10  MM  7.0  9.0    MM    MM    MM  MM 1020.6    MM   7.8    MM   MM   MM    MM
2022 01 19 02 00  MM  7.0  9.0    MM    MM    MM  MM 1020.4    MM   7.8    MM   MM   MM    MM
2022 01 19 01 50  MM  8.0 10.0   1.4     5   4.4 281 1020.2    MM   7.8    MM   MM   MM    MM
2022 01 19 01 40  MM  7.0 10.0   1.4    MM   4.4 281 1020.2    MM   7.8    MM   MM   MM    MM
2022 01 19 01 30  MM  8.0 10.0    MM    MM    MM  MM 1020.2    MM   7.8    MM   MM   MM    MM
2022 01 19 01 20  MM  8.0 11.0    MM    MM    MM  MM 1020.1    MM   7.8    MM   MM   MM    MM
2022 01 19 01 10  MM  9.0 12.0    MM    MM    MM  MM 1019.9    MM   7.8    MM   MM   MM    MM
2022 01 19 01 00  MM  9.0 11.0    MM    MM    MM  MM 1019.8    MM   7.8    MM   MM   MM    MM
2022 01 19 00 50  MM  9.0 12.0   1.7     5   4.7 290 1019.8    MM   7.8    MM   MM   MM    MM
2022 01 19 00 40  MM 10.0 13.0   1.7    MM   4.7 290 1019.3    MM   7.8    MM   MM   MM    MM
2022 01 19 00 30  MM 10.0 13.0    MM    MM    MM  MM 1019.2    MM   7.8    MM   MM   MM    MM
2022 01 19 00 20  MM 10.0 12.0    MM    MM    MM  MM 1019.2    MM   7.8    MM   MM   MM    MM
2022 01 19 00 10  MM 10.0 13.0    MM    MM    MM  MM 1019.0    MM   7.8    MM   MM   MM    MM
2022 01 19 00 00  MM 10.0 13.0    MM    MM    MM  MM 1018.6    MM    MM    MM   MM   MM    MM
2022 01 18 23 50  MM 10.0 14.0   1.8     6   4.8 279 1018.5    MM   7.8    MM   MM   MM    MM
2022 01 18 23 40  MM 10.0 13.0    MM    MM    MM  MM 1018.4    MM   7.8    MM   MM   MM    MM
2022 01 18 23 20  MM 11.0 13.0    MM    MM    MM  MM 1018.0    MM   7.8    MM   MM   MM    MM
2022 01 18 23 10  MM 10.0 13.0    MM    MM    MM  MM 1018.0    MM   7.8    MM   MM   MM    MM
2022 01 18 23 00  MM 10.0 13.0    MM    MM    MM  MM 1017.9    MM   7.8    MM   MM   MM    MM
2022 01 18 22 50  MM 11.0 14.0   1.8     5   4.8 284 1017.6    MM   7.8    MM   MM   MM    MM
2022 01 18 22 40  MM 11.0 14.0   1.8    MM   4.8 284 1017.2    MM   7.8    MM   MM   MM    MM
2022 01 18 22 30  MM 10.0 13.0    MM    MM    MM  MM 1017.0    MM   7.8    MM   MM   MM    MM
2022 01 18 22 20  MM 10.0 14.0    MM    MM    MM  MM 1016.8    MM   7.8    MM   MM   MM    MM
2022 01 18 22 10  MM 10.0 14.0    MM    MM    MM  MM 1016.6    MM   7.8    MM   MM   MM    MM
2022 01 18 22 00  MM 10.0 13.0    MM    MM    MM  MM 1016.5    MM   7.8    MM   MM   MM    MM
2022 01 18 21 50  MM 11.0 15.0   1.9     5   4.9 286 1016.2    MM   7.8    MM   MM   MM    MM
2022 01 18 21 40  MM 10.0 13.0   1.9    MM   4.9 286 1015.9    MM   7.8    MM   MM   MM    MM
2022 01 18 21 30  MM 11.0 14.0    MM    MM    MM  MM 1015.7    MM   7.8    MM   MM   MM    MM
2022 01 18 21 20  MM 11.0 14.0    MM    MM    MM  MM 1015.5    MM   7.8    MM   MM   MM    MM
2022 01 18 21 10  MM 11.0 14.0    MM    MM    MM  MM 1015.2    MM   7.8    MM   MM   MM    MM
2022 01 18 21 00  MM 11.0 14.0    MM    MM    MM  MM 1015.0    MM   7.8    MM   MM   MM    MM
2022 01 18 20 50  MM 11.0 13.0   2.0     6   5.0 282 1014.8    MM   7.8    MM   MM   MM    MM
2022 01 18 20 40  MM 10.0 14.0   2.0    MM   5.0 282 1014.6    MM   7.8    MM   MM   MM    MM
2022 01 18 20 30  MM 10.0 14.0    MM    MM    MM  MM 1014.5    MM   7.8    MM   MM   MM    MM
2022 01 18 20 20  MM 11.0 14.0    MM    MM    MM  MM 1014.5    MM   7.8    MM   MM   MM    MM
2022 01 18 20 10  MM 11.0 14.0    MM    MM    MM  MM 1014.2    MM   7.8    MM   MM   MM    MM
2022 01 18 20 00  MM 11.0 15.0    MM    MM    MM  MM 1013.9    MM   7.8    MM   MM   MM    MM
2022 01 18 19 50  MM 12.0 15.0   2.1     6   4.9 282 1013.6    MM   7.8    MM   MM   MM    MM
2022 01 18 19 40  MM 13.0 16.0    MM    MM    MM  MM 1013.1    MM   7.8    MM   MM   MM    MM
2022 01 18 19 30  MM 14.0 18.0    MM    MM    MM  MM 1012.8    MM   7.8    MM   MM   MM    MM
2022 01 18 19 20  MM 13.0 17.0    MM    MM    MM  MM 1012.5    MM   7.8    MM   MM   MM    MM
2022 01 18 19 10  MM 12.0 16.0    MM    MM    MM  MM 1012.5    MM   7.8    MM   MM   MM    MM
2022 01 18 19 00  MM 12.0 16.0    MM    MM    MM  MM 1012.5    MM   7.8    MM   MM   MM    MM
2022 01 18 18 50  MM 13.0 17.0   2.1     6   5.0 278 1012.4    MM   7.8    MM   MM   MM    MM
2022 01 18 18 40  MM 13.0 18.0   2.1    MM   5.0 278 1012.1    MM   7.8    MM   MM   MM    MM
2022 01 18 18 30  MM 12.0 16.0    MM    MM    MM  MM 1012.0    MM   7.8    MM   MM   MM    MM
2022 01 18 18 20  MM 12.0 16.0    MM    MM    MM  MM 1011.8    MM   7.8    MM   MM   MM    MM
2022 01 18 18 10  MM 12.0 15.0    MM    MM    MM  MM 1011.6    MM   7.8    MM   MM   MM    MM
2022 01 18 18 00  MM 12.0 15.0    MM    MM    MM  MM 1011.6    MM   7.8    MM   MM   MM    MM
2022 01 18 17 50  MM 13.0 16.0   2.1     6   5.0 292 1011.5    MM   7.8    MM   MM   MM    MM
2022 01 18 17 40  MM 12.0 15.0   2.1    MM   5.0 292 1011.4    MM   7.8    MM   MM   MM    MM
2022 01 18 17 30  MM 13.0 17.0    MM    MM    MM  MM 1011.5    MM   7.9    MM   MM   MM    MM
2022 01 18 17 20  MM 13.0 19.0    MM    MM    MM  MM 1011.5    MM   7.9    MM   MM   MM    MM
2022 01 18 17 10  MM 13.0 17.0    MM    MM    MM  MM 1011.2    MM   7.9    MM   MM   MM    MM
2022 01 18 17 00  MM 14.0 17.0    MM    MM    MM  MM 1011.2    MM   7.9    MM   MM   MM    MM
2022 01 18 16 50  MM 14.0 18.0   2.1     6   5.1 285 1011.1    MM   7.9    MM   MM   MM    MM
2022 01 18 16 40  MM 13.0 17.0    MM    MM    MM  MM 1011.1    MM   7.9    MM   MM   MM    MM
2022 01 18 16 30  MM 13.0 17.0    MM    MM    MM  MM 1011.2    MM   7.9    MM   MM   MM    MM
2022 01 18 16 20  MM 13.0 17.0    MM    MM    MM  MM 1011.2    MM   7.9    MM   MM   MM    MM
2022 01 18 16 10  MM 14.0 18.0    MM    MM    MM  MM 1011.2    MM   8.0    MM   MM   MM    MM
2022 01 18 16 00  MM 13.0 19.0    MM    MM    MM  MM 1011.0    MM   8.0    MM   MM   MM    MM
2022 01 18 15 50  MM 14.0 18.0   2.4    12   5.4 122 1010.9    MM   8.0    MM   MM   MM    MM
2022 01 18 15 40  MM 13.0 17.0    MM    MM    MM  MM 1010.9    MM   8.0    MM   MM   MM    MM
2022 01 18 15 30  MM 13.0 17.0    MM    MM    MM  MM 1010.8    MM   8.0    MM   MM   MM    MM
2022 01 18 15 20  MM 12.0 16.0    MM    MM    MM  MM 1010.7    MM   8.1    MM   MM   MM    MM
2022 01 18 15 10  MM 13.0 17.0    MM    MM    MM  MM 1010.6    MM   8.1    MM   MM   MM    MM
2022 01 18 15 00  MM 13.0 16.0    MM    MM    MM  MM 1010.5    MM   8.1    MM   MM +4.2    MM
2022 01 18 14 50  MM 13.0 16.0   2.2     5   5.3 294 1010.3    MM   8.1    MM   MM   MM    MM
2022 01 18 14 40  MM 12.0 16.0    MM    MM    MM  MM 1010.2    MM   8.1    MM   MM   MM    MM
2022 01 18 14 30  MM 12.0 16.0    MM    MM    MM  MM 1010.1    MM   8.1    MM   MM   MM    MM
2022 01 18 14 20  MM 12.0 15.0    MM    MM    MM  MM 1009.9    MM   8.1    MM   MM   MM    MM
2022 01 18 14 10  MM 11.0 15.0    MM    MM    MM  MM 1009.8    MM   8.1    MM   MM   MM    MM
2022 01 18 14 00  MM 11.0 15.0    MM    MM    MM  MM 1009.6    MM   8.1    MM   MM   MM    MM
2022 01 18 13 50  MM 13.0 16.0   2.6     6   5.6 291 1009.2    MM   8.1    MM   MM   MM    MM
2022 01 18 13 40  MM 13.0 16.0   2.6    MM   5.6 291 1009.1    MM   8.2    MM   MM   MM    MM
2022 01 18 13 30  MM 13.0 18.0    MM    MM    MM  MM 1008.8    MM   8.2    MM   MM   MM    MM
2022 01 18 13 20  MM 14.0 18.0    MM    MM    MM  MM 1008.4    MM   8.2    MM   MM   MM    MM
2022 01 18 13 10  MM 14.0 19.0    MM    MM    MM  MM 1008.1    MM   8.2    MM   MM   MM    MM
2022 01 18 13 00  MM 15.0 19.0    MM    MM    MM  MM 1008.0    MM   8.2    MM   MM   MM    MM
2022 01 18 12 50  MM 14.0 19.0   2.9    12   5.9 140 1007.7    MM   8.2    MM   MM   MM    MM
2022 01 18 12 40  MM 14.0 18.0    MM    MM    MM  MM 1007.4    MM   8.2    MM   MM   MM    MM
2022 01 18 12 30  MM 14.0 19.0    MM    MM    MM  MM 1007.1    MM   8.2    MM   MM   MM    MM
2022 01 18 12 20  MM 14.0 19.0    MM    MM    MM  MM 1006.8    MM   8.2    MM   MM   MM    MM
2022 01 18 12 10  MM 15.0 19.0    MM    MM    MM  MM 1006.6    MM   8.2    MM   MM   MM    MM
2022 01 18 12 00  MM 14.0 18.0    MM    MM    MM  MM 1006.3    MM   8.2    MM   MM   MM    MM
2022 01 18 11 50  MM 15.0 19.0   3.1    12   6.2 138 1006.3    MM   8.2    MM   MM   MM    MM
2022 01 18 11 40  MM 15.0 19.0   3.1    MM   6.2 138 1006.0    MM   8.2    MM   MM   MM    MM
2022 01 18 11 30  MM 15.0 20.0    MM    MM    MM  MM 1005.5    MM   8.2    MM   MM   MM    MM
2022 01 18 11 20  MM 14.0 18.0    MM    MM    MM  MM 1005.4    MM   8.2    MM   MM   MM    MM
2022 01 18 11 10  MM 15.0 18.0    MM    MM    MM  MM 1005.1    MM   8.2    MM   MM   MM    MM
2022 01 18 11 00  MM 14.0 19.0    MM    MM    MM  MM 1004.7    MM   8.2    MM   MM   MM    MM
2022 01 18 10 50  MM 15.0 20.0   3.2     7   6.2 290 1004.3    MM   8.2    MM   MM   MM    MM
2022 01 18 10 40  MM 15.0 19.0   3.2    MM   6.2 290 1004.0    MM   8.2    MM   MM   MM    MM
2022 01 18 10 30  MM 15.0 21.0    MM    MM    MM  MM 1003.8    MM   8.2    MM   MM   MM    MM
2022 01 18 10 20  MM 16.0 20.0    MM    MM    MM  MM 1003.6    MM   8.1    MM   MM   MM    MM
2022 01 18 10 10  MM 15.0 20.0    MM    MM    MM  MM 1003.4    MM   8.1    MM   MM   MM    MM
2022 01 18 10 00  MM 16.0 21.0    MM    MM    MM  MM 1003.0    MM   8.2    MM   MM   MM    MM
2022 01 18 09 50  MM 16.0 22.0   3.5     7   6.4 278 1002.6    MM   8.2    MM   MM   MM    MM
2022 01 18 09 40  MM 17.0 21.0   3.5    MM   6.4 278 1002.3    MM    MM    MM   MM   MM    MM
2022 01 18 09 30  MM 17.0 21.0    MM    MM    MM  MM 1002.0    MM   8.1    MM   MM   MM    MM
2022 01 18 09 20  MM 17.0 22.0    MM    MM    MM  MM 1001.8    MM   8.1    MM   MM   MM    MM
2022 01 18 09 10  MM 17.0 22.0    MM    MM    MM  MM 1001.2    MM   8.1    MM   MM   MM    MM
2022 01 18 09 00  MM 18.0 23.0    MM    MM    MM  MM 1000.9    MM   8.1    MM   MM +4.9    MM
