2022, 02, 01, 2022.086,  83,  10.6,  19,  26,
2022, 02, 02, 2022.089,  74,  10.7,  19,  27,
2022, 02, 03, 2022.092,  85,  12.7,  15,  23,
2022, 02, 04, 2022.095, 101,  10.2,  15,  25,
2022, 02, 05, 2022.097,  95,  14.8,  28,  38,
2022, 02, 06, 2022.100,  81,  11.3,  20,  27,
2022, 02, 07, 2022.103,  79,  13.2,  31,  43,
2022, 02, 08, 2022.105,  71,  12.1,  19,  31,
2022, 02, 09, 2022.108,  68,   7.2,  28,  37,
2022, 02, 10, 2022.111,  72,  13.6,  18,  24,
